Wavelength	R1
nm	MicroAmps
200	0.0305505411883253
201	0.030548358466317
202	0.0305564267891444
203	0.0305719957601839
204	0.0305613053099237
205	0.0305647018208719
206	0.0305616486326645
207	0.0305756685982548
208	0.0305581834571681
209	0.0305474136135241
210	0.03056096079509
211	0.0305701780570062
212	0.0305775213489622
213	0.0305610213534068
214	0.0305566172855818
215	0.0305666377796603
216	0.0305607054488016
217	0.0305677526248936
218	0.030579351211487
219	0.0305854060894907
220	0.030607382559599
221	0.0306432838662882
222	0.0306754672737968
223	0.0307564742744886
224	0.0308471815731193
225	0.0309837260339255
226	0.0311663119816214
227	0.0313935584958498
228	0.0317607126032327
229	0.0322020327672784
230	0.0327907578348308
231	0.0335615498128524
232	0.0344552601535674
233	0.0355706842671753
234	0.0369372074808473
235	0.0384752456759173
236	0.0400338381743256
237	0.042026255910613
238	0.044161484939819
239	0.0465683854922386
240	0.0491564584086527
241	0.0515893208359967
242	0.0545231562304376
243	0.057459931087428
244	0.060677122422361
245	0.0641625978294651
246	0.0674362211709871
247	0.070982264431614
248	0.0747241408909417
249	0.0786290896916853
250	0.0818608467323153
251	0.0857232618985894
252	0.0898459865127051
253	0.093709824561005
254	0.097828438838974
255	0.101930833978463
256	0.10627189802745
257	0.110473634794083
258	0.115545026898229
259	0.119706529815918
260	0.123713940189212
261	0.128046996712107
262	0.132015234437513
263	0.136972724930864
264	0.141128547049286
265	0.144557695353972
266	0.149986143346968
267	0.154242729020884
268	0.15968934021738
269	0.162986127353489
270	0.168303761017754
271	0.173336538611884
272	0.179752647213615
273	0.183295125639784
274	0.189005865749613
275	0.195546496555758
276	0.202713128219201
277	0.209667503220748
278	0.214754502919742
279	0.22185992180743
280	0.228599054908167
281	0.237602599610312
282	0.243527577163516
283	0.24878808383106
284	0.256196241850563
285	0.263303894004996
286	0.272151977640154
287	0.278341827257374
288	0.285728344261696
289	0.295499384089877
290	0.310254594641484
291	0.31615858110853
292	0.322580137813004
293	0.330842951304107
294	0.341093912931746
295	0.349744058609067
296	0.357642750200161
297	0.3674378354948
298	0.374984366168704
299	0.386046345755495
300	0.391217033233581
301	0.397808356834498
302	0.405953990459469
303	0.412810542560164
304	0.423927535324634
305	0.427185333633573
306	0.433064747013864
307	0.441262975775377
308	0.445927493715215
309	0.451336295779625
310	0.455089905055201
311	0.462874519797851
