Wavelength (nm),Absorbance,Title,Time
493,0.000722,,
492.5,0.000638,,
492,0.000646,,
491.5,0.000679,,
491,0.000655,,
490.5,0.00057,,
490,0.000902,,
489.5,0.000705,,
489,0.000584,,
488.5,0.000532,,
488,0.000842,,
487.5,0.000804,,
487,0.000726,,
486.5,0.000628,,
486,0.000534,,
485.5,0.000762,,
485,0.000683,,
484.5,0.000757,,
484,0.000788,,
483.5,0.000747,,
483,0.000662,,
482.5,0.000697,,
482,0.000644,,
481.5,0.000587,,
481,0.000677,,
480.5,0.000734,,
480,0.000553,,
479.5,0.000525,,
479,0.000565,,
478.5,0.000849,,
478,0.000926,,
477.5,0.000567,,
477,0.000706,,
476.5,0.000622,,
476,0.000791,,
475.5,0.000762,,
475,0.000679,,
474.5,0.000645,,
474,0.0007,,
473.5,0.000581,,
473,0.000701,,
472.5,0.000822,,
472,0.000585,,
471.5,0.0007,,
471,0.000788,,
470.5,0.000694,,
470,0.000669,,
469.5,0.000704,,
469,0.000487,,
468.5,0.000929,,
468,0.000697,,
467.5,0.000616,,
467,0.000647,,
466.5,0.000665,,
466,0.000833,,
465.5,0.000666,,
465,0.000639,,
464.5,0.000822,,
464,0.000477,,
463.5,0.000664,,
463,0.00086,,
462.5,0.000488,,
462,0.000687,,
461.5,0.000436,,
461,0.000678,,
460.5,0.000744,,
460,0.000757,,
459.5,0.000882,,
459,0.000768,,
458.5,0.000808,,
458,0.000693,,
457.5,0.001011,,
457,0.000799,,
456.5,0.000731,,
456,0.000735,,
455.5,0.000475,,
455,0.00098,,
454.5,0.0009,,
454,0.000929,,
453.5,0.000814,,
453,0.000857,,
452.5,0.000685,,
452,0.000698,,
451.5,0.00069,,
451,0.000772,,
450.5,0.000777,,
450,0.000751,,
449.5,0.00064,,
449,0.000764,,
448.5,0.000789,,
448,0.000915,,
447.5,0.000819,,
447,0.000856,,
446.5,0.000994,,
446,0.000938,,
445.5,0.000746,,
445,0.000906,,
444.5,0.000823,,
444,0.000906,,
443.5,0.001104,,
443,0.000796,,
442.5,0.000846,,
442,0.000828,,
441.5,0.000887,,
441,0.000809,,
440.5,0.00086,,
440,0.000702,,
439.5,0.000931,,
439,0.000932,,
438.5,0.00086,,
438,0.00085,,
437.5,0.000767,,
437,0.000787,,
436.5,0.00102,,
436,0.000876,,
435.5,0.000939,,
435,0.000735,,
434.5,0.000804,,
434,0.001027,,
433.5,0.000834,,
433,0.000868,,
432.5,0.000902,,
432,0.001128,,
431.5,0.00068,,
431,0.000969,,
430.5,0.000784,,
430,0.000897,,
429.5,0.00101,,
429,0.0009,,
428.5,0.001063,,
428,0.001079,,
427.5,0.001051,,
427,0.000937,,
426.5,0.000967,,
426,0.001014,,
425.5,0.001029,,
425,0.000739,,
424.5,0.000944,,
424,0.000978,,
423.5,0.000957,,
423,0.000879,,
422.5,0.001023,,
422,0.000948,,
421.5,0.000902,,
421,0.001025,,
420.5,0.001049,,
420,0.001134,,
419.5,0.001171,,
419,0.001136,,
418.5,0.001197,,
418,0.001082,,
417.5,0.000897,,
417,0.001124,,
416.5,0.001241,,
416,0.001284,,
415.5,0.001179,,
415,0.001106,,
414.5,0.00103,,
414,0.000982,,
413.5,0.000991,,
413,0.001269,,
412.5,0.001222,,
412,0.001198,,
411.5,0.001086,,
411,0.001337,,
410.5,0.00124,,
410,0.001048,,
409.5,0.001318,,
409,0.001129,,
408.5,0.001153,,
408,0.00114,,
407.5,0.001412,,
407,0.001313,,
406.5,0.001249,,
406,0.000932,,
405.5,0.001253,,
405,0.001291,,
404.5,0.001259,,
404,0.001248,,
403.5,0.0012,,
403,0.000945,,
402.5,0.001023,,
402,0.001081,,
401.5,0.001353,,
401,0.001061,,
400.5,0.001023,,
400,0.000978,,
399.5,0.001689,,
399,0.001049,,
398.5,0.001215,,
398,0.001251,,
397.5,0.001325,,
397,0.001188,,
396.5,0.00101,,
396,0.001548,,
395.5,0.001203,,
395,0.001233,,
394.5,0.001329,,
394,0.001352,,
393.5,0.001107,,
393,0.001256,,
392.5,0.001459,,
392,0.001409,,
391.5,0.001177,,
391,0.00128,,
390.5,0.001464,,
390,0.00151,,
389.5,0.001362,,
389,0.001656,,
388.5,0.001565,,
388,0.001684,,
387.5,0.001328,,
387,0.001351,,
386.5,0.001489,,
386,0.00137,,
385.5,0.000991,,
385,0.001852,,
384.5,0.001614,,
384,0.00167,,
383.5,0.001756,,
383,0.001385,,
382.5,0.001911,,
382,0.001661,,
381.5,0.001702,,
381,0.001541,,
380.5,0.001657,,
380,0.001842,,
379.5,0.001326,,
379,0.002161,,
378.5,0.001497,,
378,0.001543,,
377.5,0.001541,,
377,0.001632,,
376.5,0.001721,,
376,0.001803,,
375.5,0.001654,,
375,0.00229,,
374.5,0.001618,,
374,0.001975,,
373.5,0.001664,,
373,0.001734,,
372.5,0.001574,,
372,0.001857,,
371.5,0.00209,,
371,0.00176,,
370.5,0.002372,,
370,0.001942,,
369.5,0.002266,,
369,0.00265,,
368.5,0.002116,,
368,0.002193,,
367.5,0.001702,,
367,0.001721,,
366.5,0.002314,,
366,0.002685,,
365.5,0.002513,,
365,0.002184,,
364.5,0.002368,,
364,0.00237,,
363.5,0.002357,,
363,0.002733,,
362.5,0.00248,,
362,0.00256,,
361.5,0.002704,,
361,0.002326,,
360.5,0.002331,,
360,0.002088,,
359.5,0.002543,,
359,0.002724,,
358.5,0.003007,,
358,0.002909,,
357.5,0.002611,,
357,0.002726,,
356.5,0.002396,,
356,0.00262,,
355.5,0.002901,,
355,0.002483,,
354.5,0.002516,,
354,0.002067,,
353.5,0.002986,,
353,0.002809,,
352.5,0.002977,,
352,0.003048,,
351.5,0.002965,,
351,0.002514,,
350.5,0.002864,,
350,0.002805,,
349.5,0.002505,,
349,0.003195,,
348.5,0.002994,,
348,0.002413,,
347.5,0.003172,,
347,0.002586,,
346.5,0.002697,,
346,0.002697,,
345.5,0.003017,,
345,0.003127,,
344.5,0.0031,,
344,0.003012,,
343.5,0.002846,,
343,0.002964,,
342.5,0.003059,,
342,0.003178,,
341.5,0.00319,,
341,0.003066,,
340.5,0.002933,,
340,0.002817,,
339.5,0.003182,,
339,0.003066,,
338.5,0.002828,,
338,0.002987,,
337.5,0.003616,,
337,0.00324,,
336.5,0.003322,,
336,0.002675,,
335.5,0.002968,,
335,0.003383,,
334.5,0.003032,,
334,0.003372,,
333.5,0.003083,,
333,0.003233,,
332.5,0.003004,,
332,0.003323,,
331.5,0.003413,,
331,0.003335,,
330.5,0.003262,,
330,0.003453,,
329.5,0.003208,,
329,0.003388,,
328.5,0.003233,,
328,0.00335,,
327.5,0.002946,,
327,0.003513,,
326.5,0.003219,,
326,0.003276,,
325.5,0.003487,,
325,0.003348,,
324.5,0.00353,,
324,0.003488,,
323.5,0.003385,,
323,0.003466,,
322.5,0.003314,,
322,0.003423,,
321.5,0.00349,,
321,0.003596,,
320.5,0.00358,,
320,0.003231,,
319.5,0.003701,,
319,0.003438,,
318.5,0.003781,,
318,0.003682,,
317.5,0.003862,,
317,0.003547,,
316.5,0.00369,,
316,0.004066,,
315.5,0.003794,,
315,0.003403,,
314.5,0.003733,,
314,0.003905,,
313.5,0.003856,,
313,0.003817,,
312.5,0.00351,,
312,0.004144,,
311.5,0.003882,,
311,0.003755,,
310.5,0.003785,,
310,0.004004,,
309.5,0.004086,,
309,0.004248,,
308.5,0.004002,,
308,0.004088,,
307.5,0.004222,,
307,0.004002,,
306.5,0.004127,,
306,0.004157,,
305.5,0.003971,,
305,0.003949,,
304.5,0.004284,,
304,0.00439,,
303.5,0.004223,,
303,0.00429,,
302.5,0.004208,,
302,0.004365,,
301.5,0.004413,,
301,0.004603,,
300.5,0.00437,,
300,0.00432,,
299.5,0.004641,,
299,0.004489,,
298.5,0.004612,,
298,0.004642,,
297.5,0.004918,,
297,0.004878,,
296.5,0.004639,,
296,0.004648,,
295.5,0.004459,,
295,0.004836,,
294.5,0.004425,,
294,0.00489,,
293.5,0.004701,,
293,0.004772,,
292.5,0.004992,,
292,0.004672,,
291.5,0.005051,,
291,0.005042,,
290.5,0.004864,,
290,0.005036,,
289.5,0.005027,,
289,0.004983,,
288.5,0.005236,,
288,0.004659,,
287.5,0.004796,,
287,0.005023,,
286.5,0.005183,,
286,0.005302,,
285.5,0.005211,,
285,0.005175,,
284.5,0.005374,,
284,0.005334,,
283.5,0.005599,,
283,0.005322,,
282.5,0.005345,,
282,0.0055,,
281.5,0.005812,,
281,0.005157,,
280.5,0.005151,,
280,0.004992,,
279.5,0.005549,,
279,0.005534,,
278.5,0.00567,,
278,0.005084,,
277.5,0.005687,,
277,0.005964,,
276.5,0.005553,,
276,0.00566,,
275.5,0.00543,,
275,0.005396,,
274.5,0.00514,,
274,0.005573,,
273.5,0.005475,,
273,0.005775,,
272.5,0.005439,,
272,0.006022,,
271.5,0.005655,,
271,0.00583,,
270.5,0.005637,,
270,0.006026,,
269.5,0.005859,,
269,0.005728,,
268.5,0.005821,,
268,0.005766,,
267.5,0.005823,,
267,0.005872,,
266.5,0.005722,,
266,0.005625,,
265.5,0.00545,,
265,0.005472,,
264.5,0.005523,,
264,0.005514,,
263.5,0.005165,,
263,0.004838,,
262.5,0.005077,,
262,0.004523,,
261.5,0.004707,,
261,0.004373,,
260.5,0.003996,,
260,0.003291,,
259.5,0.003147,,
259,0.002268,,
258.5,0.001984,,
258,0.001044,,
257.5,0.000154,,
257,-0.000858,,
256.5,-0.001276,,
256,-0.00268,,
255.5,-0.003859,,
255,-0.005306,,
254.5,-0.008472,,
254,-0.010745,,
253.5,-0.012843,,
253,-0.016491,,
252.5,-0.019793,,
252,-0.023571,,
251.5,-0.025367,,
251,-0.0371,,
250.5,-0.035613,,
250,-0.057726,,
249.5,-Infinity,,
249,NaN,,
248.5,NaN,,
248,NaN,,
247.5,NaN,,
247,NaN,,
246.5,NaN,,
246,NaN,,
245.5,NaN,,
245,NaN,,
244.5,NaN,,
244,NaN,,
243.5,NaN,,
243,NaN,,
242.5,NaN,,
242,NaN,,
241.5,NaN,,
241,NaN,,
240.5,NaN,,
240,NaN,,
