Wavelength (nm),Absorbance,Title,Time
600,0.00081,3BfinalD50,1/24/2014 12:42:38 PM
599.5,0.000104,,
599,0.001211,,
598.5,0.000226,,
598,0.000393,,
597.5,0.000373,,
597,0.000158,,
596.5,0.000444,,
596,0.00018,,
595.5,0.000896,,
595,0.000245,,
594.5,0.0003,,
594,0.000464,,
593.5,0.000292,,
593,0.000268,,
592.5,0.000466,,
592,0.000687,,
591.5,0.000355,,
591,0.000309,,
590.5,0.000497,,
590,0.000229,,
589.5,0.001014,,
589,0.001005,,
588.5,0.000667,,
588,0.000096,,
587.5,0.000326,,
587,0.000714,,
586.5,0.000665,,
586,0.001051,,
585.5,0.000525,,
585,0.000447,,
584.5,0.000494,,
584,0.000205,,
583.5,0.000196,,
583,0.000035,,
582.5,-0.000011,,
582,-0.000036,,
581.5,0.000138,,
581,0.001162,,
580.5,-0.000152,,
580,0.000652,,
579.5,0.000505,,
579,0.000519,,
578.5,0.000912,,
578,0.000246,,
577.5,0.000357,,
577,0.000293,,
576.5,0.000325,,
576,0.000787,,
575.5,0.000297,,
575,0.00026,,
574.5,0.000608,,
574,0.000787,,
573.5,0.000344,,
573,0.000431,,
572.5,0.000392,,
572,0.000677,,
571.5,0.000483,,
571,0.000871,,
570.5,0.000375,,
570,0.00064,,
569.5,0.000802,,
569,0.000237,,
568.5,0.000425,,
568,0.000561,,
567.5,0.000441,,
567,0.00054,,
566.5,0.000939,,
566,0.000525,,
565.5,0.000172,,
565,0.000423,,
564.5,0.00076,,
564,0.000459,,
563.5,0.000606,,
563,0.00064,,
562.5,0.000453,,
562,0.000288,,
561.5,0.000633,,
561,0.000746,,
560.5,0.000253,,
560,0.000069,,
559.5,0.000746,,
559,0.000585,,
558.5,0.000703,,
558,0.000755,,
557.5,0.000416,,
557,0.000495,,
556.5,0.000898,,
556,0.000264,,
555.5,0.000543,,
555,0.000638,,
554.5,0.000825,,
554,0.000554,,
553.5,0.000514,,
553,0.000704,,
552.5,0.000556,,
552,0.000406,,
551.5,0.000197,,
551,0.000503,,
550.5,0.000961,,
550,0.000599,,
549.5,0.000761,,
549,0.000254,,
548.5,0.000435,,
548,0.000349,,
547.5,0.000539,,
547,-0.00009,,
546.5,0.000577,,
546,0.000698,,
545.5,0.000558,,
545,0.000401,,
544.5,0.000626,,
544,0.000655,,
543.5,0.000511,,
543,0.000653,,
542.5,0.000478,,
542,0.000355,,
541.5,0.000441,,
541,0.000644,,
540.5,0.000478,,
540,0.000698,,
539.5,0.000278,,
539,0.000549,,
538.5,0.000799,,
538,0.000407,,
537.5,0.000272,,
537,0.00048,,
536.5,0.000593,,
536,0.000429,,
535.5,0.000381,,
535,0.000451,,
534.5,0.000577,,
534,0.000547,,
533.5,0.000391,,
533,0.000696,,
532.5,0.000498,,
532,0.000501,,
531.5,0.000637,,
531,0.000505,,
530.5,0.000423,,
530,0.000346,,
529.5,0.000517,,
529,0.000452,,
528.5,0.000602,,
528,0.000354,,
527.5,0.000529,,
527,0.000539,,
526.5,0.000716,,
526,0.000542,,
525.5,0.000523,,
525,0.000386,,
524.5,0.000574,,
524,0.000919,,
523.5,0.000626,,
523,0.000383,,
522.5,0.000538,,
522,0.000827,,
521.5,0.000545,,
521,0.000654,,
520.5,0.000699,,
520,0.000726,,
519.5,0.000549,,
519,0.00044,,
518.5,0.000759,,
518,0.000679,,
517.5,0.000281,,
517,0.000529,,
516.5,0.000394,,
516,0.000455,,
515.5,0.000497,,
515,0.000724,,
514.5,0.000523,,
514,0.000529,,
513.5,0.00009,,
513,0.000452,,
512.5,0.000674,,
512,0.00049,,
511.5,0.000574,,
511,0.000617,,
510.5,0.000653,,
510,0.000901,,
509.5,0.000427,,
509,0.000661,,
508.5,0.000559,,
508,0.000637,,
507.5,0.000699,,
507,0.000749,,
506.5,0.000527,,
506,0.000426,,
505.5,0.000667,,
505,0.001082,,
504.5,0.000608,,
504,0.000373,,
503.5,0.000467,,
503,0.000175,,
502.5,0.000767,,
502,0.000681,,
501.5,0.000901,,
501,0.000571,,
500.5,0.000659,,
500,0.0005,,
499.5,0.000442,,
499,0.000527,,
498.5,0.000272,,
498,0.000498,,
497.5,0.000365,,
497,0.00068,,
496.5,0.000597,,
496,0.000721,,
495.5,0.000468,,
495,0.00035,,
494.5,0.000667,,
494,0.000556,,
493.5,0.000602,,
