Wavelength (nm),Absorbance,Title,Time
378,0.001395,,
377.5,0.001551,,
377,0.001855,,
376.5,0.001855,,
376,0.001756,,
375.5,0.001693,,
375,0.001568,,
374.5,0.001594,,
374,0.001897,,
373.5,0.00218,,
373,0.002034,,
372.5,0.002157,,
372,0.001506,,
371.5,0.002238,,
371,0.001511,,
370.5,0.001991,,
370,0.001964,,
369.5,0.00157,,
369,0.001749,,
368.5,0.002493,,
368,0.002348,,
367.5,0.001843,,
367,0.001828,,
366.5,0.002162,,
366,0.001875,,
365.5,0.00233,,
365,0.001667,,
364.5,0.00221,,
364,0.002093,,
363.5,0.00209,,
363,0.002505,,
362.5,0.002074,,
362,0.002539,,
361.5,0.002427,,
361,0.002313,,
360.5,0.002657,,
360,0.002493,,
359.5,0.002718,,
359,0.002738,,
358.5,0.002365,,
358,0.002639,,
357.5,0.002425,,
357,0.002613,,
356.5,0.00237,,
356,0.002531,,
355.5,0.002894,,
355,0.00272,,
354.5,0.002851,,
354,0.002889,,
353.5,0.002874,,
353,0.002572,,
352.5,0.002751,,
352,0.002904,,
351.5,0.003057,,
351,0.003109,,
350.5,0.003304,,
350,0.003011,,
349.5,0.00328,,
349,0.002929,,
348.5,0.002704,,
348,0.003528,,
347.5,0.002467,,
347,0.00322,,
346.5,0.002979,,
346,0.003408,,
345.5,0.003465,,
345,0.003344,,
344.5,0.003449,,
344,0.003364,,
343.5,0.003072,,
343,0.003262,,
342.5,0.003559,,
342,0.00368,,
341.5,0.003069,,
341,0.003658,,
340.5,0.003896,,
340,0.003802,,
339.5,0.003366,,
339,0.003575,,
338.5,0.003302,,
338,0.003748,,
337.5,0.0036,,
337,0.004047,,
336.5,0.003727,,
336,0.00376,,
335.5,0.003959,,
335,0.003474,,
334.5,0.004054,,
334,0.003707,,
333.5,0.003954,,
333,0.004143,,
332.5,0.003271,,
332,0.003978,,
331.5,0.003877,,
331,0.004013,,
330.5,0.003782,,
330,0.004031,,
329.5,0.003829,,
329,0.003881,,
328.5,0.003957,,
328,0.003595,,
327.5,0.003751,,
327,0.00398,,
326.5,0.004016,,
326,0.003954,,
325.5,0.004067,,
325,0.003846,,
324.5,0.004185,,
324,0.004207,,
323.5,0.004219,,
323,0.004028,,
322.5,0.00434,,
322,0.004114,,
321.5,0.004299,,
321,0.004053,,
320.5,0.004494,,
320,0.004114,,
319.5,0.004351,,
319,0.003906,,
318.5,0.00444,,
318,0.004293,,
317.5,0.004303,,
317,0.004373,,
316.5,0.004221,,
316,0.00449,,
315.5,0.004498,,
315,0.00426,,
314.5,0.004208,,
314,0.004176,,
313.5,0.004256,,
313,0.004241,,
312.5,0.004384,,
312,0.00419,,
311.5,0.004626,,
311,0.004409,,
310.5,0.004719,,
310,0.00491,,
309.5,0.004397,,
309,0.004415,,
308.5,0.004605,,
308,0.004328,,
307.5,0.004555,,
307,0.004568,,
306.5,0.004511,,
306,0.004609,,
305.5,0.004471,,
305,0.00489,,
304.5,0.004631,,
304,0.004867,,
303.5,0.004838,,
303,0.00467,,
302.5,0.004648,,
302,0.004427,,
301.5,0.004801,,
301,0.004847,,
300.5,0.004891,,
300,0.004475,,
299.5,0.004521,,
299,0.004765,,
298.5,0.004597,,
298,0.004338,,
297.5,0.004799,,
297,0.005016,,
296.5,0.004726,,
296,0.004569,,
295.5,0.004657,,
295,0.004861,,
294.5,0.00459,,
294,0.004572,,
293.5,0.004669,,
293,0.004382,,
292.5,0.004999,,
292,0.004406,,
291.5,0.004641,,
291,0.004281,,
290.5,0.004622,,
290,0.004305,,
289.5,0.004669,,
289,0.004556,,
288.5,0.004832,,
288,0.004662,,
287.5,0.004311,,
287,0.004277,,
286.5,0.004445,,
286,0.004508,,
285.5,0.004899,,
285,0.004806,,
284.5,0.004447,,
284,0.004676,,
283.5,0.004687,,
283,0.004507,,
282.5,0.004231,,
282,0.004524,,
281.5,0.004276,,
281,0.004609,,
280.5,0.004273,,
280,0.00439,,
279.5,0.004569,,
279,0.004322,,
278.5,0.004189,,
278,0.004579,,
277.5,0.004685,,
277,0.004222,,
276.5,0.004292,,
276,0.004381,,
275.5,0.00445,,
275,0.004518,,
274.5,0.004446,,
274,0.004559,,
273.5,0.00414,,
273,0.004404,,
272.5,0.004711,,
272,0.004678,,
271.5,0.004327,,
271,0.004305,,
270.5,0.004349,,
270,0.004987,,
269.5,0.004317,,
269,0.004391,,
268.5,0.004437,,
268,0.004597,,
267.5,0.004399,,
267,0.004885,,
266.5,0.004218,,
266,0.004,,
265.5,0.004194,,
265,0.004286,,
264.5,0.004099,,
264,0.004251,,
263.5,0.004124,,
263,0.004047,,
262.5,0.003686,,
262,0.003356,,
261.5,0.003822,,
261,0.003418,,
260.5,0.002939,,
260,0.002661,,
259.5,0.002352,,
259,0.002089,,
258.5,0.001317,,
258,0.00082,,
257.5,0.000144,,
257,-0.000721,,
256.5,-0.000853,,
256,-0.002147,,
255.5,-0.003248,,
255,-0.004787,,
254.5,-0.005432,,
254,-0.008391,,
253.5,-0.009557,,
253,-0.012441,,
252.5,-0.015836,,
252,-0.018146,,
251.5,-0.019648,,
251,-0.017801,,
250.5,-0.042726,,
250,-0.072093,,
249.5,-0.2935,,
249,NaN,,
248.5,NaN,,
248,NaN,,
247.5,NaN,,
247,NaN,,
246.5,NaN,,
246,NaN,,
245.5,NaN,,
245,NaN,,
244.5,NaN,,
244,NaN,,
243.5,NaN,,
243,NaN,,
242.5,NaN,,
242,NaN,,
241.5,NaN,,
241,NaN,,
240.5,NaN,,
240,NaN,,
