Wavelength (nm),Absorbance,Title,Time
400.5,0.00168,,
400,0.00193,,
399.5,0.001903,,
399,0.001707,,
398.5,0.001712,,
398,0.00172,,
397.5,0.002252,,
397,0.002021,,
396.5,0.002339,,
396,0.001524,,
395.5,0.001948,,
395,0.001912,,
394.5,0.001905,,
394,0.002029,,
393.5,0.001722,,
393,0.001786,,
392.5,0.001761,,
392,0.001647,,
391.5,0.00193,,
391,0.001697,,
390.5,0.001879,,
390,0.002255,,
389.5,0.001633,,
389,0.001913,,
388.5,0.002105,,
388,0.001917,,
387.5,0.002133,,
387,0.00177,,
386.5,0.001914,,
386,0.00214,,
385.5,0.002263,,
385,0.002286,,
384.5,0.002125,,
384,0.002207,,
383.5,0.001965,,
383,0.002161,,
382.5,0.002074,,
382,0.002124,,
381.5,0.001874,,
381,0.002485,,
380.5,0.001901,,
380,0.001894,,
379.5,0.001976,,
379,0.002119,,
378.5,0.002074,,
378,0.001915,,
377.5,0.002229,,
377,0.002228,,
376.5,0.002313,,
376,0.002298,,
375.5,0.002221,,
375,0.002225,,
374.5,0.002239,,
374,0.001951,,
373.5,0.001833,,
373,0.00209,,
372.5,0.002565,,
372,0.002327,,
371.5,0.002462,,
371,0.002412,,
370.5,0.002334,,
370,0.002585,,
369.5,0.002189,,
369,0.002222,,
368.5,0.002138,,
368,0.002495,,
367.5,0.002399,,
367,0.002395,,
366.5,0.002402,,
366,0.002446,,
365.5,0.002552,,
365,0.002478,,
364.5,0.002477,,
364,0.003081,,
363.5,0.002225,,
363,0.002512,,
362.5,0.002683,,
362,0.002818,,
361.5,0.002636,,
361,0.002781,,
360.5,0.002734,,
360,0.002603,,
359.5,0.002895,,
359,0.002974,,
358.5,0.002964,,
358,0.003049,,
357.5,0.002774,,
357,0.002757,,
356.5,0.002945,,
356,0.003239,,
355.5,0.003093,,
355,0.002653,,
354.5,0.003276,,
354,0.003251,,
353.5,0.002987,,
353,0.003202,,
352.5,0.002835,,
352,0.00311,,
351.5,0.002938,,
351,0.003209,,
350.5,0.00356,,
350,0.003419,,
349.5,0.003517,,
349,0.003368,,
348.5,0.003609,,
348,0.003312,,
347.5,0.00371,,
347,0.003638,,
346.5,0.003735,,
346,0.003461,,
345.5,0.003479,,
345,0.003492,,
344.5,0.003437,,
344,0.003932,,
343.5,0.003318,,
343,0.003768,,
342.5,0.00305,,
342,0.003113,,
341.5,0.003744,,
341,0.003486,,
340.5,0.003606,,
340,0.003483,,
339.5,0.004016,,
339,0.003948,,
338.5,0.003354,,
338,0.003689,,
337.5,0.003802,,
337,0.004012,,
336.5,0.00391,,
336,0.003909,,
335.5,0.003965,,
335,0.003828,,
334.5,0.003968,,
334,0.003755,,
333.5,0.00388,,
333,0.003619,,
332.5,0.004234,,
332,0.004305,,
331.5,0.004182,,
331,0.003796,,
330.5,0.003908,,
330,0.003997,,
329.5,0.004178,,
329,0.004165,,
328.5,0.004253,,
328,0.00392,,
327.5,0.004154,,
327,0.00421,,
326.5,0.004048,,
326,0.0043,,
325.5,0.004251,,
325,0.004348,,
324.5,0.004248,,
324,0.004358,,
323.5,0.004344,,
323,0.004426,,
322.5,0.004463,,
322,0.004603,,
321.5,0.004519,,
321,0.004772,,
320.5,0.004611,,
320,0.004422,,
319.5,0.004417,,
319,0.005167,,
318.5,0.004806,,
318,0.004768,,
317.5,0.004842,,
317,0.004947,,
316.5,0.004778,,
316,0.004636,,
315.5,0.004973,,
315,0.004824,,
314.5,0.005004,,
314,0.00508,,
313.5,0.004966,,
313,0.005195,,
312.5,0.005245,,
312,0.005303,,
311.5,0.005426,,
311,0.005164,,
310.5,0.005022,,
310,0.005331,,
309.5,0.005389,,
309,0.005567,,
308.5,0.005521,,
308,0.005196,,
307.5,0.005464,,
307,0.005601,,
306.5,0.005502,,
306,0.005671,,
305.5,0.005589,,
305,0.005434,,
304.5,0.00545,,
304,0.005886,,
303.5,0.005783,,
303,0.005638,,
302.5,0.005658,,
302,0.00581,,
301.5,0.005909,,
301,0.005974,,
300.5,0.005769,,
300,0.005705,,
299.5,0.006178,,
299,0.005938,,
298.5,0.005805,,
298,0.00587,,
297.5,0.005981,,
297,0.005861,,
296.5,0.005887,,
296,0.00614,,
295.5,0.005884,,
295,0.006114,,
294.5,0.005744,,
294,0.005975,,
293.5,0.00578,,
293,0.006139,,
292.5,0.006059,,
292,0.006007,,
291.5,0.006002,,
291,0.006482,,
290.5,0.006022,,
290,0.006134,,
289.5,0.006147,,
289,0.006152,,
288.5,0.006167,,
288,0.006307,,
287.5,0.006008,,
287,0.006217,,
286.5,0.006158,,
286,0.006307,,
285.5,0.006239,,
285,0.006527,,
284.5,0.005911,,
284,0.006282,,
283.5,0.00633,,
283,0.00565,,
282.5,0.006024,,
282,0.006268,,
281.5,0.005959,,
281,0.005768,,
280.5,0.006057,,
280,0.005949,,
279.5,0.005913,,
279,0.006428,,
278.5,0.006356,,
278,0.006002,,
277.5,0.006381,,
277,0.006338,,
276.5,0.006246,,
276,0.006469,,
275.5,0.006281,,
275,0.006212,,
274.5,0.006353,,
274,0.005902,,
273.5,0.00638,,
273,0.006353,,
272.5,0.006358,,
272,0.005964,,
271.5,0.006213,,
271,0.006168,,
270.5,0.006134,,
270,0.006182,,
269.5,0.006376,,
269,0.006527,,
268.5,0.006517,,
268,0.006196,,
267.5,0.006447,,
267,0.006268,,
266.5,0.005828,,
266,0.006203,,
265.5,0.006145,,
265,0.0062,,
264.5,0.006046,,
264,0.005768,,
263.5,0.006067,,
263,0.005801,,
262.5,0.005907,,
262,0.005576,,
261.5,0.005544,,
261,0.00566,,
260.5,0.005248,,
260,0.00499,,
259.5,0.00488,,
259,0.004412,,
258.5,0.00435,,
258,0.003861,,
257.5,0.003234,,
257,0.003039,,
256.5,0.002548,,
256,0.003472,,
255.5,0.001614,,
255,0.000884,,
254.5,-0.000792,,
254,-0.001035,,
253.5,-0.002405,,
253,-0.002594,,
252.5,-0.006226,,
252,-0.0072,,
251.5,-0.009065,,
251,-0.008389,,
250.5,-0.024599,,
250,-0.060733,,
249.5,Infinity,,
249,NaN,,
248.5,NaN,,
248,NaN,,
247.5,NaN,,
247,NaN,,
246.5,NaN,,
246,NaN,,
245.5,NaN,,
245,NaN,,
244.5,NaN,,
244,NaN,,
243.5,NaN,,
243,NaN,,
242.5,NaN,,
242,NaN,,
241.5,NaN,,
241,NaN,,
240.5,NaN,,
240,NaN,,
