Wavelength (nm),Absorbance,Title,Time
600,0.000038,2BfinalD50,1/24/2014 11:57:24 AM
599.5,-0.000365,,
599,0.000376,,
598.5,0.000044,,
598,-0.000004,,
597.5,-0.000174,,
597,-0.00004,,
596.5,0.000461,,
596,0.000669,,
595.5,-0.000005,,
595,0.000333,,
594.5,0.000069,,
594,0.000215,,
593.5,-0.000556,,
593,0.000263,,
592.5,0.000444,,
592,0.00041,,
591.5,0.000185,,
591,0.000151,,
590.5,0.000342,,
590,0.000546,,
589.5,0.000261,,
589,-0.000435,,
588.5,0.000464,,
588,-0.000546,,
587.5,0.000208,,
587,0.000354,,
586.5,0.000157,,
586,0.000471,,
585.5,-0.000336,,
585,0.000474,,
584.5,0.000265,,
584,0.000446,,
583.5,0.000093,,
583,0.000287,,
582.5,0.000064,,
582,0.000129,,
581.5,0.000225,,
581,-0.000113,,
580.5,0.000523,,
580,0.000258,,
579.5,0.00055,,
579,0.000009,,
578.5,0.000184,,
578,0.000303,,
577.5,0.000174,,
577,-0.000001,,
576.5,-0.000355,,
576,0.000231,,
575.5,0.000442,,
575,-0.000054,,
574.5,0.000351,,
574,0.000215,,
573.5,0.000133,,
573,0.000566,,
572.5,0.000233,,
572,0.000217,,
571.5,0.000095,,
571,0.000553,,
570.5,0.000153,,
570,0.000139,,
569.5,0.000468,,
569,0.000021,,
568.5,0.000289,,
568,0.000646,,
567.5,-0.000219,,
567,0.000245,,
566.5,-0.000062,,
566,0.000383,,
565.5,0.000194,,
565,0.000214,,
564.5,0.000317,,
564,0.000754,,
563.5,0.000029,,
563,0.000052,,
562.5,0.000165,,
562,0.000404,,
561.5,0.000028,,
561,0.000092,,
560.5,0.000303,,
560,-0.000048,,
559.5,0.000269,,
559,0.00013,,
558.5,0.00042,,
558,0.00046,,
557.5,-0.000218,,
557,-0.000102,,
556.5,0.000434,,
556,-0.000133,,
555.5,0.000399,,
555,0.000071,,
554.5,0.000612,,
554,0.000011,,
553.5,-0.000074,,
553,0.00031,,
552.5,0.000004,,
552,0.000048,,
551.5,0.000581,,
551,0.000188,,
550.5,0.000301,,
550,-0.000537,,
549.5,0.000056,,
549,0.000364,,
548.5,-0.00005,,
548,0.000402,,
547.5,0.000095,,
547,0.000107,,
546.5,0.000134,,
546,0.000197,,
545.5,0.000285,,
545,0.000071,,
544.5,0.000279,,
544,-0.000052,,
543.5,0.000278,,
543,0.000314,,
542.5,0.00026,,
542,0.000127,,
541.5,0.000398,,
541,-0.000081,,
540.5,0.000354,,
540,0.000156,,
539.5,0.000349,,
539,0.000047,,
538.5,0.000175,,
538,0.000086,,
537.5,-0.000046,,
537,0.000249,,
536.5,0.000116,,
536,0.000491,,
535.5,0.000089,,
535,0.000132,,
534.5,0.000099,,
534,0.000095,,
533.5,0.000141,,
533,0.000149,,
532.5,0.000254,,
532,0.000212,,
531.5,0.00026,,
531,0.000138,,
530.5,0.000135,,
530,0.000451,,
529.5,0.000195,,
529,0.000119,,
528.5,0.000032,,
528,0.000401,,
527.5,0.000118,,
527,0.000371,,
526.5,0.000264,,
526,0.000476,,
525.5,0.000456,,
525,0.00006,,
524.5,0.000377,,
524,0.000408,,
523.5,0.000122,,
523,0.000064,,
522.5,0.000191,,
522,0.00009,,
521.5,0.000164,,
521,0.000742,,
520.5,0.000148,,
520,0.000051,,
519.5,0.000307,,
519,0.000322,,
518.5,0.000085,,
518,0.000353,,
517.5,0.000009,,
517,0.000471,,
516.5,-0.000082,,
516,0.000256,,
515.5,0.000259,,
515,0.000389,,
514.5,0.000619,,
514,0.000166,,
513.5,0.000371,,
513,0.000324,,
512.5,0.000207,,
512,0.000614,,
511.5,0.000209,,
511,0.000115,,
510.5,0.000173,,
510,0.000245,,
509.5,0.000061,,
509,-0.000217,,
508.5,0.000296,,
508,-0.00001,,
507.5,-0.000042,,
507,0.000338,,
506.5,0.000554,,
506,-0.000026,,
505.5,0.000347,,
505,-0.000029,,
504.5,0.000269,,
504,0.000046,,
503.5,0.000292,,
503,0.000358,,
502.5,-0.000115,,
502,0.000284,,
501.5,0.000176,,
501,0.000144,,
500.5,0.000363,,
500,0.00021,,
499.5,0.000012,,
499,-0.00001,,
498.5,0.000134,,
498,0.000314,,
497.5,0.000021,,
497,0.000108,,
496.5,0.000313,,
496,0.000078,,
495.5,-0.000022,,
495,0.000336,,
494.5,0.000392,,
494,0.000318,,
493.5,0.000467,,
493,0.000377,,
492.5,0.000446,,
492,0.000347,,
491.5,0.000287,,
491,0.000313,,
490.5,0.000394,,
490,0.000249,,
489.5,0.000094,,
489,0.000259,,
488.5,0.000144,,
488,0.000248,,
487.5,0.000302,,
487,0.000252,,
486.5,0.000304,,
486,0.000177,,
485.5,0.000261,,
485,0.000277,,
484.5,0.000291,,
484,0.000261,,
483.5,0.000305,,
483,0.000234,,
482.5,0.00043,,
