Wavelength (nm),Absorbance,Title,Time
482,0.000317,,
481.5,0.000278,,
481,0.000269,,
480.5,0.000403,,
480,0.0002,,
479.5,0.000266,,
479,0.000464,,
478.5,0.000162,,
478,0.000357,,
477.5,0.000393,,
477,0.00024,,
476.5,0.000337,,
476,0.000611,,
475.5,-0.000004,,
475,0.000101,,
474.5,0.000067,,
474,0.000142,,
473.5,0.000436,,
473,0.000591,,
472.5,0.000164,,
472,0.000145,,
471.5,0.0002,,
471,0.000288,,
470.5,0.000207,,
470,0.00015,,
469.5,0.000143,,
469,0.000274,,
468.5,0.000269,,
468,0.000146,,
467.5,0.000305,,
467,0.00026,,
466.5,0.000449,,
466,0.000471,,
465.5,0.000303,,
465,0.000219,,
464.5,0.000176,,
464,0.000249,,
463.5,0.000552,,
463,0.000404,,
462.5,0.000316,,
462,0.00033,,
461.5,0.000374,,
461,0.000344,,
460.5,0.00029,,
460,0.00045,,
459.5,0.000305,,
459,0.000269,,
458.5,0.000283,,
458,0.000195,,
457.5,0.000178,,
457,0.000404,,
456.5,0.000399,,
456,0.00037,,
455.5,0.000448,,
455,0.00049,,
454.5,0.000324,,
454,0.000469,,
453.5,0.000557,,
453,0.000026,,
452.5,0.000129,,
452,0.000328,,
451.5,0.000462,,
451,0.000598,,
450.5,0.00022,,
450,0.000241,,
449.5,0.000391,,
449,0.000439,,
448.5,0.000376,,
448,0.000063,,
447.5,0.000241,,
447,0.000434,,
446.5,0.000165,,
446,0.000378,,
445.5,0.000146,,
445,0.000575,,
444.5,0.000272,,
444,0.000397,,
443.5,0.000549,,
443,0.000683,,
442.5,0.000422,,
442,0.000322,,
441.5,0.000398,,
441,0.000233,,
440.5,0.000387,,
440,0.000405,,
439.5,0.000323,,
439,0.000225,,
438.5,0.000228,,
438,0.000254,,
437.5,0.000359,,
437,0.00023,,
436.5,0.000399,,
436,0.000355,,
435.5,0.000392,,
435,0.000309,,
434.5,0.000661,,
434,0.000364,,
433.5,0.000593,,
433,0.000359,,
432.5,0.000582,,
432,0.000291,,
431.5,0.000703,,
431,0.00038,,
430.5,0.000346,,
430,0.000068,,
429.5,0.000347,,
429,0.00041,,
428.5,0.00037,,
428,0.00035,,
427.5,0.000303,,
427,0.000324,,
426.5,0.000249,,
426,0.000384,,
425.5,0.000454,,
425,0.000446,,
424.5,0.000474,,
424,0.000371,,
423.5,0.000341,,
423,0.00049,,
422.5,0.000519,,
422,0.000553,,
421.5,0.000471,,
421,0.000487,,
420.5,0.000321,,
420,0.000555,,
419.5,0.000432,,
419,0.000489,,
418.5,0.000251,,
418,0.000494,,
417.5,0.00032,,
417,0.000441,,
416.5,0.000429,,
416,0.000541,,
415.5,0.000542,,
415,0.000476,,
414.5,0.000202,,
414,0.000436,,
413.5,0.000254,,
413,0.000564,,
412.5,0.000508,,
412,0.000562,,
411.5,0.00063,,
411,0.00045,,
410.5,0.000591,,
410,0.000641,,
409.5,0.000498,,
409,0.000348,,
408.5,0.000447,,
408,0.000414,,
407.5,0.000459,,
407,0.000543,,
406.5,0.000513,,
406,0.000429,,
405.5,0.00072,,
405,0.000554,,
404.5,0.000467,,
404,0.000383,,
403.5,0.000609,,
403,0.000922,,
402.5,0.000579,,
402,0.000414,,
401.5,0.000526,,
401,0.000583,,
400.5,0.000597,,
400,0.000132,,
399.5,0.0005,,
399,0.000487,,
398.5,0.00033,,
398,0.000508,,
397.5,0.000588,,
397,0.000607,,
396.5,0.000632,,
396,0.00034,,
395.5,0.000504,,
395,0.000331,,
394.5,0.00038,,
394,0.000384,,
393.5,0.000542,,
393,0.000773,,
392.5,0.000373,,
392,0.000698,,
391.5,0.00055,,
391,0.00051,,
390.5,0.000417,,
390,0.000432,,
389.5,0.000377,,
389,0.000699,,
388.5,0.000611,,
388,0.000674,,
387.5,0.000678,,
387,0.000833,,
386.5,0.001143,,
386,0.000517,,
385.5,0.000774,,
385,0.000512,,
384.5,0.000609,,
384,0.000849,,
383.5,0.000756,,
383,0.000623,,
382.5,0.000484,,
382,0.000672,,
381.5,0.000693,,
381,0.000437,,
380.5,0.00077,,
380,0.000558,,
379.5,0.000387,,
379,0.000436,,
378.5,0.00042,,
378,0.00103,,
377.5,0.000555,,
377,0.000786,,
376.5,0.000569,,
376,0.000556,,
375.5,0.000691,,
375,0.000319,,
374.5,0.000481,,
374,0.000737,,
373.5,0.000866,,
373,0.000837,,
372.5,0.000433,,
372,0.000785,,
371.5,0.000703,,
371,0.000835,,
370.5,0.001,,
370,0.000732,,
369.5,0.000724,,
369,0.001193,,
368.5,0.000554,,
368,0.000883,,
367.5,0.001261,,
367,0.000613,,
366.5,0.000942,,
366,0.000592,,
365.5,0.000635,,
365,0.00091,,
364.5,0.0005,,
364,0.000622,,
363.5,0.000856,,
363,0.001064,,
362.5,0.000797,,
362,0.000829,,
361.5,0.000701,,
361,0.000756,,
360.5,0.001022,,
360,0.000777,,
359.5,0.001085,,
359,0.00045,,
358.5,0.001082,,
358,0.001007,,
357.5,0.001088,,
357,0.000892,,
356.5,0.000776,,
356,0.001077,,
355.5,0.001392,,
355,0.001183,,
354.5,0.001048,,
354,0.001179,,
353.5,0.001187,,
353,0.000576,,
352.5,0.001151,,
352,0.000944,,
351.5,0.001186,,
351,0.001047,,
350.5,0.000827,,
350,0.001227,,
349.5,0.001165,,
349,0.001067,,
348.5,0.00096,,
348,0.001287,,
347.5,0.001076,,
347,0.001575,,
346.5,0.001037,,
346,0.00188,,
345.5,0.001722,,
345,0.000895,,
344.5,0.001485,,
344,0.001217,,
343.5,0.001358,,
343,0.001666,,
342.5,0.001462,,
342,0.001119,,
341.5,0.001114,,
341,0.001271,,
340.5,0.001264,,
340,0.001241,,
339.5,0.001085,,
339,0.001021,,
338.5,0.001071,,
338,0.00146,,
337.5,0.001448,,
337,0.001775,,
336.5,0.001315,,
336,0.001246,,
335.5,0.001549,,
335,0.001347,,
334.5,0.001687,,
334,0.001354,,
333.5,0.001253,,
333,0.001435,,
332.5,0.001142,,
332,0.001653,,
331.5,0.001665,,
331,0.001207,,
330.5,0.002056,,
330,0.001474,,
329.5,0.001869,,
329,0.001206,,
328.5,0.001336,,
328,0.001461,,
327.5,0.001125,,
327,0.001565,,
326.5,0.001216,,
326,0.001377,,
325.5,0.001243,,
325,0.001406,,
324.5,0.001591,,
324,0.00176,,
323.5,0.001606,,
323,0.001772,,
322.5,0.00159,,
322,0.001347,,
321.5,0.001687,,
321,0.001473,,
320.5,0.001505,,
320,0.001453,,
319.5,0.001387,,
319,0.001614,,
318.5,0.001402,,
318,0.00134,,
317.5,0.001385,,
317,0.001665,,
316.5,0.001625,,
316,0.001644,,
315.5,0.001867,,
315,0.001531,,
314.5,0.002035,,
314,0.00148,,
313.5,0.001541,,
313,0.002002,,
312.5,0.001613,,
312,0.001753,,
311.5,0.001928,,
311,0.001925,,
310.5,0.001745,,
310,0.001705,,
309.5,0.001901,,
309,0.001661,,
308.5,0.001982,,
308,0.001933,,
307.5,0.002147,,
307,0.001879,,
306.5,0.001985,,
306,0.00202,,
305.5,0.001662,,
305,0.00183,,
304.5,0.002157,,
304,0.0019,,
303.5,0.001704,,
303,0.002166,,
302.5,0.001832,,
302,0.002044,,
301.5,0.002012,,
301,0.001874,,
300.5,0.002028,,
300,0.00204,,
299.5,0.002007,,
299,0.002287,,
298.5,0.001981,,
298,0.002085,,
297.5,0.002165,,
297,0.002038,,
296.5,0.001873,,
296,0.002118,,
295.5,0.002003,,
295,0.002118,,
294.5,0.002052,,
294,0.002295,,
293.5,0.002263,,
293,0.002329,,
292.5,0.002228,,
292,0.002456,,
291.5,0.002092,,
291,0.002069,,
290.5,0.002222,,
290,0.002154,,
289.5,0.00211,,
289,0.002115,,
288.5,0.001954,,
288,0.002125,,
287.5,0.002226,,
287,0.002326,,
286.5,0.002281,,
286,0.001941,,
285.5,0.002109,,
285,0.002143,,
284.5,0.002035,,
284,0.001971,,
283.5,0.002214,,
283,0.002371,,
282.5,0.002278,,
282,0.002207,,
281.5,0.002184,,
281,0.002227,,
280.5,0.002278,,
280,0.002541,,
279.5,0.002427,,
279,0.001984,,
278.5,0.002611,,
278,0.002582,,
277.5,0.002241,,
277,0.002414,,
276.5,0.00242,,
276,0.002413,,
275.5,0.002337,,
275,0.002355,,
274.5,0.002279,,
274,0.002571,,
273.5,0.002315,,
273,0.002477,,
272.5,0.002553,,
272,0.002512,,
271.5,0.001922,,
271,0.00213,,
270.5,0.002475,,
270,0.002528,,
269.5,0.002034,,
269,0.002395,,
268.5,0.002098,,
268,0.002302,,
267.5,0.002187,,
267,0.002247,,
266.5,0.002171,,
266,0.002042,,
265.5,0.00169,,
265,0.001966,,
264.5,0.002002,,
264,0.001656,,
263.5,0.00179,,
263,0.001296,,
262.5,0.001256,,
262,0.001318,,
261.5,0.000976,,
261,0.001106,,
260.5,0.000545,,
260,0.000038,,
259.5,-0.0004,,
259,-0.00096,,
258.5,-0.001318,,
258,-0.002032,,
257.5,-0.003045,,
257,-0.003692,,
256.5,-0.003373,,
256,-0.005495,,
255.5,-0.006085,,
255,-0.008773,,
254.5,-0.010619,,
254,-0.011801,,
253.5,-0.01163,,
253,-0.017196,,
252.5,-0.020828,,
252,-0.024705,,
251.5,-0.02498,,
251,-0.026134,,
250.5,-0.034125,,
250,-0.046955,,
249.5,-0.662127,,
249,NaN,,
248.5,NaN,,
248,NaN,,
247.5,NaN,,
247,NaN,,
246.5,NaN,,
246,NaN,,
245.5,NaN,,
245,NaN,,
244.5,NaN,,
244,NaN,,
243.5,NaN,,
243,NaN,,
242.5,NaN,,
242,NaN,,
241.5,NaN,,
241,NaN,,
240.5,NaN,,
240,NaN,,
