Wavelength (nm),Absorbance,Title,Time
463,0.001053,,
462.5,0.000875,,
462,0.000826,,
461.5,0.000942,,
461,0.001033,,
460.5,0.000749,,
460,0.000894,,
459.5,0.000805,,
459,0.000926,,
458.5,0.001183,,
458,0.000785,,
457.5,0.000939,,
457,0.00095,,
456.5,0.001057,,
456,0.000899,,
455.5,0.000988,,
455,0.000974,,
454.5,0.001134,,
454,0.000855,,
453.5,0.000764,,
453,0.001033,,
452.5,0.000769,,
452,0.000884,,
451.5,0.001016,,
451,0.000909,,
450.5,0.000793,,
450,0.001032,,
449.5,0.000869,,
449,0.000921,,
448.5,0.000953,,
448,0.001092,,
447.5,0.000989,,
447,0.000931,,
446.5,0.000826,,
446,0.001032,,
445.5,0.000909,,
445,0.000849,,
444.5,0.001216,,
444,0.000933,,
443.5,0.000821,,
443,0.001104,,
442.5,0.000873,,
442,0.001068,,
441.5,0.001084,,
441,0.000975,,
440.5,0.001063,,
440,0.001104,,
439.5,0.000955,,
439,0.000966,,
438.5,0.000882,,
438,0.001102,,
437.5,0.000825,,
437,0.000857,,
436.5,0.001035,,
436,0.001098,,
435.5,0.001069,,
435,0.001131,,
434.5,0.000951,,
434,0.000854,,
433.5,0.001167,,
433,0.000978,,
432.5,0.001194,,
432,0.001055,,
431.5,0.000973,,
431,0.000983,,
430.5,0.001008,,
430,0.000833,,
429.5,0.001046,,
429,0.000894,,
428.5,0.000969,,
428,0.000979,,
427.5,0.001062,,
427,0.001118,,
426.5,0.001031,,
426,0.000963,,
425.5,0.001088,,
425,0.001122,,
424.5,0.000982,,
424,0.001153,,
423.5,0.001161,,
423,0.00115,,
422.5,0.001174,,
422,0.001067,,
421.5,0.001051,,
421,0.001038,,
420.5,0.001191,,
420,0.001086,,
419.5,0.001013,,
419,0.000969,,
418.5,0.001024,,
418,0.0012,,
417.5,0.000996,,
417,0.001146,,
416.5,0.001222,,
416,0.001017,,
415.5,0.001232,,
415,0.001284,,
414.5,0.001133,,
414,0.001183,,
413.5,0.001408,,
413,0.001159,,
412.5,0.000967,,
412,0.00129,,
411.5,0.001346,,
411,0.000816,,
410.5,0.001107,,
410,0.001284,,
409.5,0.001235,,
409,0.001091,,
408.5,0.001457,,
408,0.001414,,
407.5,0.000695,,
407,0.00109,,
406.5,0.001392,,
406,0.001225,,
405.5,0.001154,,
405,0.001389,,
404.5,0.001085,,
404,0.001302,,
403.5,0.001451,,
403,0.001039,,
402.5,0.001009,,
402,0.001373,,
401.5,0.001272,,
401,0.001238,,
400.5,0.00088,,
400,0.001211,,
399.5,0.001426,,
399,0.00122,,
398.5,0.001664,,
398,0.001441,,
397.5,0.001317,,
397,0.001356,,
396.5,0.001234,,
396,0.00144,,
395.5,0.001138,,
395,0.001328,,
394.5,0.001247,,
394,0.001645,,
393.5,0.001172,,
393,0.001135,,
392.5,0.001593,,
392,0.001484,,
391.5,0.001414,,
391,0.001391,,
390.5,0.001367,,
390,0.001091,,
389.5,0.001571,,
389,0.001435,,
388.5,0.001235,,
388,0.001377,,
387.5,0.001406,,
387,0.00139,,
386.5,0.001543,,
386,0.001609,,
385.5,0.001586,,
385,0.001715,,
384.5,0.001898,,
384,0.001786,,
383.5,0.001469,,
383,0.001697,,
382.5,0.001743,,
382,0.001228,,
381.5,0.001399,,
381,0.001508,,
380.5,0.001311,,
380,0.001939,,
379.5,0.00188,,
379,0.001752,,
378.5,0.001443,,
378,0.001571,,
377.5,0.001721,,
377,0.00174,,
376.5,0.001715,,
376,0.002036,,
375.5,0.001853,,
375,0.001761,,
374.5,0.001754,,
374,0.001653,,
373.5,0.001525,,
373,0.001855,,
372.5,0.001736,,
372,0.002104,,
371.5,0.002302,,
371,0.001858,,
370.5,0.00195,,
370,0.002308,,
369.5,0.002271,,
369,0.002083,,
368.5,0.002427,,
368,0.002174,,
367.5,0.002074,,
367,0.002637,,
366.5,0.002739,,
366,0.002522,,
365.5,0.002642,,
365,0.002781,,
364.5,0.002214,,
364,0.002251,,
363.5,0.002421,,
363,0.002468,,
362.5,0.00218,,
362,0.002276,,
361.5,0.002411,,
361,0.002654,,
360.5,0.00274,,
360,0.002361,,
359.5,0.002526,,
359,0.002637,,
358.5,0.002646,,
358,0.002585,,
357.5,0.002358,,
357,0.0028,,
356.5,0.002452,,
356,0.002642,,
355.5,0.002955,,
355,0.00271,,
354.5,0.002993,,
354,0.002692,,
353.5,0.002687,,
353,0.002805,,
352.5,0.002674,,
352,0.00237,,
351.5,0.002812,,
351,0.003345,,
350.5,0.003298,,
350,0.003434,,
349.5,0.003026,,
349,0.00304,,
348.5,0.002474,,
348,0.003087,,
347.5,0.002823,,
347,0.003102,,
346.5,0.003289,,
346,0.003391,,
345.5,0.003194,,
345,0.002969,,
344.5,0.003,,
344,0.003538,,
343.5,0.00339,,
343,0.003067,,
342.5,0.003345,,
342,0.003756,,
341.5,0.003292,,
341,0.00355,,
340.5,0.003314,,
340,0.003332,,
339.5,0.003399,,
339,0.003401,,
338.5,0.003541,,
338,0.003824,,
337.5,0.003607,,
337,0.003571,,
336.5,0.003841,,
336,0.003816,,
335.5,0.003749,,
335,0.003884,,
334.5,0.003632,,
334,0.00378,,
333.5,0.003897,,
333,0.003348,,
332.5,0.003626,,
332,0.003574,,
331.5,0.003586,,
331,0.003791,,
330.5,0.003969,,
330,0.003767,,
329.5,0.004016,,
329,0.00385,,
328.5,0.003927,,
328,0.003939,,
327.5,0.003942,,
327,0.00404,,
326.5,0.004048,,
326,0.003984,,
325.5,0.003836,,
325,0.004157,,
324.5,0.004117,,
324,0.004333,,
323.5,0.00442,,
323,0.004224,,
322.5,0.00428,,
322,0.004215,,
321.5,0.004336,,
321,0.004677,,
320.5,0.004195,,
320,0.004292,,
319.5,0.004875,,
319,0.004715,,
318.5,0.004959,,
318,0.004706,,
317.5,0.004486,,
317,0.004498,,
316.5,0.00485,,
316,0.004752,,
315.5,0.004589,,
315,0.004761,,
314.5,0.004758,,
314,0.00481,,
313.5,0.00486,,
313,0.004804,,
312.5,0.004534,,
312,0.00481,,
311.5,0.004937,,
311,0.00514,,
310.5,0.004753,,
310,0.00481,,
309.5,0.005177,,
309,0.005042,,
308.5,0.005214,,
308,0.004953,,
307.5,0.005054,,
307,0.005196,,
306.5,0.00529,,
306,0.005068,,
305.5,0.005326,,
305,0.005186,,
304.5,0.005462,,
304,0.005278,,
303.5,0.005207,,
303,0.005277,,
302.5,0.005236,,
302,0.005111,,
301.5,0.00538,,
301,0.005265,,
300.5,0.005176,,
300,0.005142,,
299.5,0.005426,,
299,0.005541,,
298.5,0.005332,,
298,0.005455,,
297.5,0.005187,,
297,0.00552,,
296.5,0.005561,,
296,0.005373,,
295.5,0.005461,,
295,0.004994,,
294.5,0.005214,,
294,0.005278,,
293.5,0.005304,,
293,0.005415,,
292.5,0.005763,,
292,0.005324,,
291.5,0.005864,,
291,0.005512,,
290.5,0.005653,,
290,0.005626,,
289.5,0.005641,,
289,0.005565,,
288.5,0.00569,,
288,0.005707,,
287.5,0.005477,,
287,0.005842,,
286.5,0.005111,,
286,0.005843,,
285.5,0.005822,,
285,0.005547,,
284.5,0.00561,,
284,0.005636,,
283.5,0.005804,,
283,0.005846,,
282.5,0.005618,,
282,0.005548,,
281.5,0.005517,,
281,0.005811,,
280.5,0.005584,,
280,0.005757,,
279.5,0.005687,,
279,0.005794,,
278.5,0.005451,,
278,0.006125,,
277.5,0.005583,,
277,0.006025,,
276.5,0.005925,,
276,0.005821,,
275.5,0.005551,,
275,0.005833,,
274.5,0.005667,,
274,0.005872,,
273.5,0.005732,,
273,0.005988,,
272.5,0.005629,,
272,0.005781,,
271.5,0.005387,,
271,0.005798,,
270.5,0.005492,,
270,0.005637,,
269.5,0.005337,,
269,0.005422,,
268.5,0.005616,,
268,0.005803,,
267.5,0.005824,,
267,0.005787,,
266.5,0.005383,,
266,0.005795,,
265.5,0.005508,,
265,0.005869,,
264.5,0.006046,,
264,0.005635,,
263.5,0.0054,,
263,0.005546,,
262.5,0.005503,,
262,0.005413,,
261.5,0.005496,,
261,0.005197,,
260.5,0.004624,,
260,0.005159,,
259.5,0.00462,,
259,0.004714,,
258.5,0.004482,,
258,0.004562,,
257.5,0.003392,,
257,0.003489,,
256.5,0.003618,,
256,0.003105,,
255.5,0.00356,,
255,0.002239,,
254.5,0.001484,,
254,-0.000895,,
253.5,0.001754,,
253,-0.001107,,
252.5,-0.003086,,
252,-0.003281,,
251.5,-0.005955,,
251,-0.010537,,
250.5,-0.008429,,
250,0.034309,,
249.5,-0.137673,,
249,NaN,,
248.5,NaN,,
248,NaN,,
247.5,NaN,,
247,NaN,,
246.5,NaN,,
246,NaN,,
245.5,NaN,,
245,NaN,,
244.5,NaN,,
244,NaN,,
243.5,NaN,,
243,NaN,,
242.5,NaN,,
242,NaN,,
241.5,NaN,,
241,NaN,,
240.5,NaN,,
240,NaN,,
