Wavelength (nm),Absorbance,Title,Time
600,-0.000284,1BfinalD50,1/24/2014 11:10:51 AM
599.5,-0.000145,,
599,-0.000025,,
598.5,-0.000068,,
598,0.000158,,
597.5,-0.000334,,
597,-0.000457,,
596.5,-0.00012,,
596,-0.000444,,
595.5,-0.00003,,
595,-0.000383,,
594.5,-0.000355,,
594,0.000339,,
593.5,-0.000438,,
593,-0.000331,,
592.5,-0.000072,,
592,-0.000223,,
591.5,0.000184,,
591,-0.000021,,
590.5,-0.000479,,
590,0.000259,,
589.5,-0.000202,,
589,-0.000089,,
588.5,-0.000929,,
588,-0.000123,,
587.5,-0.00018,,
587,-0.001064,,
586.5,-0.000533,,
586,-0.000529,,
585.5,-0.000623,,
585,0.000087,,
584.5,0.000173,,
584,-0.000625,,
583.5,-0.000383,,
583,-0.000045,,
582.5,-0.000244,,
582,-0.000478,,
581.5,-0.00002,,
581,-0.00059,,
580.5,-0.000008,,
580,-0.000092,,
579.5,-0.000485,,
579,-0.000474,,
578.5,-0.000916,,
578,-0.000204,,
577.5,-0.000639,,
577,-0.000214,,
576.5,-0.000676,,
576,-0.000936,,
575.5,-0.000452,,
575,0.000123,,
574.5,-0.000117,,
574,-0.000173,,
573.5,-0.00085,,
573,-0.000491,,
572.5,-0.000123,,
572,-0.000559,,
571.5,-0.000404,,
571,-0.000093,,
570.5,-0.000338,,
570,-0.000585,,
569.5,-0.000363,,
569,-0.000295,,
568.5,-0.000505,,
568,-0.000105,,
567.5,-0.000083,,
567,-0.000171,,
566.5,-0.00033,,
566,-0.000096,,
565.5,-0.000478,,
565,-0.000282,,
564.5,-0.000572,,
564,-0.000476,,
563.5,-0.000415,,
563,-0.000271,,
562.5,0.000153,,
562,-0.000196,,
561.5,0.000096,,
561,-0.000244,,
560.5,-0.000528,,
560,-0.000451,,
559.5,-0.000093,,
559,-0.00037,,
558.5,0,,
558,0.000289,,
557.5,0.000043,,
557,0.000027,,
556.5,0.000093,,
556,-0.000274,,
555.5,-0.000572,,
555,-0.000029,,
554.5,-0.000003,,
554,0.000148,,
553.5,-0.000003,,
553,0.000265,,
552.5,0.000172,,
552,-0.000056,,
551.5,0.000168,,
551,0.000125,,
550.5,-0.000197,,
550,-0.000037,,
549.5,-0.000014,,
549,0.000361,,
548.5,-0.000145,,
548,0.000071,,
547.5,-0.000221,,
547,0.000282,,
546.5,0.000316,,
546,-0.000117,,
545.5,-0.000131,,
545,-0.000073,,
544.5,-0.000341,,
544,0.000261,,
543.5,0.00019,,
543,0.000213,,
542.5,0.000402,,
542,0.0004,,
541.5,0.000242,,
541,0.000222,,
540.5,0.000165,,
540,0.000389,,
539.5,0.000284,,
539,0.000515,,
538.5,0.000286,,
538,0.000562,,
537.5,0.000182,,
537,0.0003,,
536.5,0.000475,,
536,0.000472,,
535.5,0.000278,,
535,0.000216,,
534.5,0.000371,,
534,0.000333,,
533.5,0.000615,,
533,0.000282,,
532.5,0.00041,,
532,0.000359,,
531.5,0.000281,,
531,0.000409,,
530.5,0.00029,,
530,-0.000006,,
529.5,0.000487,,
529,0.000333,,
528.5,0.000663,,
528,0.000604,,
527.5,0.000407,,
527,0.00045,,
526.5,0.000331,,
526,0.00039,,
525.5,0.000415,,
525,0.000332,,
524.5,0.000332,,
524,0.000308,,
523.5,0.000456,,
523,0.000191,,
522.5,0.000306,,
522,0.00007,,
521.5,0.000531,,
521,0.0007,,
520.5,0.000559,,
520,0.000354,,
519.5,0.000405,,
519,0.000295,,
518.5,0.000492,,
518,0.000306,,
517.5,0.000342,,
517,0.000247,,
516.5,0.000651,,
516,0.000209,,
515.5,0.000579,,
515,0.000289,,
514.5,0.000379,,
514,-0.000007,,
513.5,0.000558,,
513,0.000615,,
512.5,0.000282,,
512,0.00073,,
511.5,0.000447,,
511,0.000435,,
510.5,0.000621,,
510,0.000266,,
509.5,0.000486,,
509,0.000315,,
508.5,0.000706,,
508,0.000488,,
507.5,0.000597,,
507,0.000446,,
506.5,0.000255,,
506,0.000367,,
505.5,0.00001,,
505,0.000227,,
504.5,0.000709,,
504,0.000364,,
503.5,0.000513,,
503,0.000322,,
502.5,0.000523,,
502,0.000264,,
501.5,0.000478,,
501,0.000362,,
500.5,0.000495,,
500,0.000275,,
499.5,0.000209,,
499,0.000342,,
498.5,0.00029,,
498,0.000507,,
497.5,0.000626,,
497,0.000565,,
496.5,0.00035,,
496,0.000313,,
495.5,0.000289,,
495,0.000181,,
494.5,0.000589,,
494,0.00022,,
493.5,0.000585,,
493,0.000419,,
492.5,0.000416,,
492,0.00038,,
491.5,0.000268,,
491,0.000535,,
