Wavelength (nm),Absorbance,Title,Time
490.5,0.000514,,
490,0.000905,,
489.5,0.000483,,
489,0.000464,,
488.5,0.000424,,
488,0.000454,,
487.5,0.000683,,
487,0.000548,,
486.5,0.000436,,
486,0.000416,,
485.5,0.000553,,
485,0.000437,,
484.5,0.000548,,
484,0.00052,,
483.5,0.000476,,
483,0.000444,,
482.5,0.000374,,
482,0.000421,,
481.5,0.000541,,
481,0.000378,,
480.5,0.000198,,
480,0.000585,,
479.5,0.000488,,
479,0.000646,,
478.5,0.000421,,
478,0.000607,,
477.5,0.000534,,
477,0.000565,,
476.5,0.00048,,
476,0.000542,,
475.5,0.000759,,
475,0.000332,,
474.5,0.000635,,
474,0.000479,,
473.5,0.000565,,
473,0.000777,,
472.5,0.000496,,
472,0.000617,,
471.5,0.000591,,
471,0.00074,,
470.5,0.000676,,
470,0.000354,,
469.5,0.000594,,
469,0.000595,,
468.5,0.000369,,
468,0.000399,,
467.5,0.00051,,
467,0.000491,,
466.5,0.000479,,
466,0.000383,,
465.5,0.000533,,
465,0.000511,,
464.5,0.000572,,
464,0.000505,,
463.5,0.000456,,
463,0.00065,,
462.5,0.000513,,
462,0.0003,,
461.5,0.000506,,
461,0.000552,,
460.5,0.000482,,
460,0.00042,,
459.5,0.000452,,
459,0.000307,,
458.5,0.000462,,
458,0.000426,,
457.5,0.000531,,
457,0.000683,,
456.5,0.000389,,
456,0.000808,,
455.5,0.000487,,
455,0.000485,,
454.5,0.000507,,
454,0.000532,,
453.5,0.000541,,
453,0.000546,,
452.5,0.000592,,
452,0.000325,,
451.5,0.000612,,
451,0.000504,,
450.5,0.000472,,
450,0.000636,,
449.5,0.000408,,
449,0.000623,,
448.5,0.000469,,
448,0.000485,,
447.5,0.000628,,
447,0.000527,,
446.5,0.000348,,
446,0.000653,,
445.5,0.000548,,
445,0.000369,,
444.5,0.000661,,
444,0.000562,,
443.5,0.000478,,
443,0.000719,,
442.5,0.000572,,
442,0.000544,,
441.5,0.000479,,
441,0.000562,,
440.5,0.000533,,
440,0.00057,,
439.5,0.000449,,
439,0.000591,,
438.5,0.000562,,
438,0.000653,,
437.5,0.000554,,
437,0.000594,,
436.5,0.000535,,
436,0.000739,,
435.5,0.000734,,
435,0.000746,,
434.5,0.000311,,
434,0.000615,,
433.5,0.0006,,
433,0.000691,,
432.5,0.000647,,
432,0.000678,,
431.5,0.000612,,
431,0.000484,,
430.5,0.000755,,
430,0.000648,,
429.5,0.000615,,
429,0.000437,,
428.5,0.000561,,
428,0.000358,,
427.5,0.000395,,
427,0.00055,,
426.5,0.000624,,
426,0.000705,,
425.5,0.000583,,
425,0.000543,,
424.5,0.000524,,
424,0.000567,,
423.5,0.000514,,
423,0.000563,,
422.5,0.000405,,
422,0.000661,,
421.5,0.000507,,
421,0.000523,,
420.5,0.000632,,
420,0.000635,,
419.5,0.000485,,
419,0.00067,,
418.5,0.0005,,
418,0.000514,,
417.5,0.00034,,
417,0.000543,,
416.5,0.000471,,
416,0.00062,,
415.5,0.00085,,
415,0.000396,,
414.5,0.000735,,
414,0.000536,,
413.5,0.00054,,
413,0.00047,,
412.5,0.000547,,
412,0.000518,,
411.5,0.000531,,
411,0.000455,,
410.5,0.000796,,
410,0.000681,,
409.5,0.000581,,
409,0.000807,,
408.5,0.000551,,
408,0.000608,,
407.5,0.000711,,
407,0.000734,,
406.5,0.000667,,
406,0.000499,,
405.5,0.000193,,
405,0.000575,,
404.5,0.000622,,
404,0.000437,,
403.5,0.000491,,
403,0.000632,,
402.5,0.000663,,
402,0.000727,,
401.5,0.000843,,
401,0.000885,,
400.5,0.000848,,
400,0.000728,,
399.5,0.000884,,
399,0.00042,,
398.5,0.000592,,
398,0.000492,,
397.5,0.00046,,
397,0.000441,,
396.5,0.000245,,
396,0.000744,,
395.5,0.000942,,
395,0.000495,,
394.5,0.000508,,
394,0.000746,,
393.5,0.000555,,
393,0.000733,,
392.5,0.000712,,
392,0.000812,,
391.5,0.000666,,
391,0.000782,,
390.5,0.000514,,
390,0.000574,,
389.5,0.000696,,
389,0.000992,,
388.5,0.000378,,
388,0.000568,,
387.5,0.000724,,
387,0.000812,,
386.5,0.000827,,
386,0.001222,,
385.5,0.000391,,
385,0.000864,,
384.5,0.00101,,
384,0.000651,,
383.5,0.000891,,
383,0.000543,,
382.5,0.000795,,
382,0.000632,,
381.5,0.000652,,
381,0.000986,,
380.5,0.000981,,
380,0.00079,,
379.5,0.001152,,
379,0.000911,,
378.5,0.001238,,
378,0.000907,,
377.5,0.001211,,
377,0.000828,,
376.5,0.001205,,
376,0.001377,,
375.5,0.001101,,
375,0.000964,,
374.5,0.001284,,
374,0.000755,,
373.5,0.000813,,
373,0.001306,,
372.5,0.000845,,
372,0.001361,,
371.5,0.00138,,
371,0.001432,,
370.5,0.001678,,
370,0.001285,,
369.5,0.001622,,
369,0.001468,,
368.5,0.001531,,
368,0.001559,,
367.5,0.001518,,
367,0.001291,,
366.5,0.000794,,
366,0.001573,,
365.5,0.001987,,
365,0.001694,,
364.5,0.00112,,
364,0.001884,,
363.5,0.001415,,
363,0.001676,,
362.5,0.001827,,
362,0.001665,,
361.5,0.001689,,
361,0.001988,,
360.5,0.001804,,
360,0.001876,,
359.5,0.001873,,
359,0.002091,,
358.5,0.001805,,
358,0.001947,,
357.5,0.002002,,
357,0.001986,,
356.5,0.002055,,
356,0.00231,,
355.5,0.002233,,
355,0.002,,
354.5,0.001909,,
354,0.002008,,
353.5,0.002389,,
353,0.002572,,
352.5,0.002219,,
352,0.003017,,
351.5,0.002311,,
351,0.002359,,
350.5,0.002222,,
350,0.00197,,
349.5,0.00242,,
349,0.001999,,
348.5,0.002157,,
348,0.002459,,
347.5,0.002665,,
347,0.002574,,
346.5,0.002335,,
346,0.002442,,
345.5,0.00255,,
345,0.002708,,
344.5,0.002724,,
344,0.00216,,
343.5,0.002537,,
343,0.002405,,
342.5,0.002478,,
342,0.002254,,
341.5,0.002745,,
341,0.002571,,
340.5,0.002858,,
340,0.002917,,
339.5,0.002594,,
339,0.002964,,
338.5,0.002713,,
338,0.003111,,
337.5,0.002666,,
337,0.002723,,
336.5,0.002406,,
336,0.002651,,
335.5,0.002529,,
335,0.002868,,
334.5,0.003068,,
334,0.002927,,
333.5,0.002108,,
333,0.002327,,
332.5,0.002875,,
332,0.002787,,
331.5,0.002978,,
331,0.002922,,
330.5,0.002728,,
330,0.002724,,
329.5,0.0028,,
329,0.003259,,
328.5,0.003219,,
328,0.003192,,
327.5,0.003118,,
327,0.003108,,
326.5,0.003464,,
326,0.003347,,
325.5,0.003108,,
325,0.003285,,
324.5,0.003177,,
324,0.003241,,
323.5,0.003156,,
323,0.003404,,
322.5,0.003325,,
322,0.003322,,
321.5,0.003301,,
321,0.003545,,
320.5,0.003163,,
320,0.003189,,
319.5,0.003409,,
319,0.003578,,
318.5,0.003589,,
318,0.003855,,
317.5,0.00342,,
317,0.003473,,
316.5,0.003538,,
316,0.003637,,
315.5,0.003654,,
315,0.003572,,
314.5,0.003569,,
314,0.003647,,
313.5,0.003685,,
313,0.003665,,
312.5,0.003564,,
312,0.003717,,
311.5,0.003774,,
311,0.003696,,
310.5,0.003774,,
310,0.003626,,
309.5,0.003848,,
309,0.003926,,
308.5,0.003756,,
308,0.004009,,
307.5,0.003782,,
307,0.003839,,
306.5,0.003977,,
306,0.003967,,
305.5,0.004562,,
305,0.003986,,
304.5,0.003934,,
304,0.004003,,
303.5,0.003979,,
303,0.004074,,
302.5,0.003735,,
302,0.004041,,
301.5,0.004099,,
301,0.003991,,
300.5,0.004071,,
300,0.004061,,
299.5,0.004103,,
299,0.004062,,
298.5,0.003763,,
298,0.004111,,
297.5,0.004288,,
297,0.003894,,
296.5,0.003812,,
296,0.004083,,
295.5,0.004065,,
295,0.00403,,
294.5,0.004166,,
294,0.004079,,
293.5,0.003868,,
293,0.003844,,
292.5,0.004042,,
292,0.004134,,
291.5,0.003937,,
291,0.00391,,
290.5,0.004033,,
290,0.004222,,
289.5,0.004212,,
289,0.004133,,
288.5,0.004207,,
288,0.004159,,
287.5,0.003983,,
287,0.003701,,
286.5,0.003882,,
286,0.004005,,
285.5,0.003918,,
285,0.003847,,
284.5,0.003643,,
284,0.004198,,
283.5,0.004023,,
283,0.00397,,
282.5,0.003889,,
282,0.00403,,
281.5,0.003995,,
281,0.004066,,
280.5,0.003643,,
280,0.004271,,
279.5,0.003335,,
279,0.003811,,
278.5,0.003885,,
278,0.003567,,
277.5,0.0039,,
277,0.003483,,
276.5,0.00396,,
276,0.004112,,
275.5,0.003777,,
275,0.00379,,
274.5,0.003846,,
274,0.003888,,
273.5,0.004112,,
273,0.003787,,
272.5,0.003716,,
272,0.003894,,
271.5,0.003821,,
271,0.004004,,
270.5,0.003791,,
270,0.003816,,
269.5,0.004175,,
269,0.003762,,
268.5,0.003355,,
268,0.003776,,
267.5,0.003462,,
267,0.003846,,
266.5,0.003691,,
266,0.003335,,
265.5,0.003213,,
265,0.003291,,
264.5,0.003465,,
264,0.003163,,
263.5,0.002914,,
263,0.002827,,
262.5,0.002685,,
262,0.002309,,
261.5,0.002391,,
261,0.001921,,
260.5,0.001451,,
260,0.001122,,
259.5,0.000766,,
259,-0.000209,,
258.5,-0.000699,,
258,-0.001784,,
257.5,-0.002724,,
257,-0.00345,,
256.5,-0.004564,,
256,-0.006116,,
255.5,-0.007321,,
255,-0.009509,,
254.5,-0.011403,,
254,-0.013245,,
253.5,-0.015273,,
253,-0.022302,,
252.5,-0.025649,,
252,-0.029944,,
251.5,-0.036815,,
251,-0.0423,,
250.5,-0.060343,,
250,-0.100897,,
249.5,-Infinity,,
249,NaN,,
248.5,NaN,,
248,NaN,,
247.5,NaN,,
247,NaN,,
246.5,NaN,,
246,NaN,,
245.5,NaN,,
245,NaN,,
244.5,NaN,,
244,NaN,,
243.5,NaN,,
243,NaN,,
242.5,NaN,,
242,NaN,,
241.5,NaN,,
241,NaN,,
240.5,NaN,,
240,NaN,,
