Wavelength (nm),Absorbance,Title,Time
388,0.000862,,
387.5,0.000739,,
387,0.000866,,
386.5,0.000323,,
386,0.000787,,
385.5,0.000727,,
385,0.000822,,
384.5,0.000668,,
384,0.001054,,
383.5,0.00095,,
383,0.001202,,
382.5,0.000424,,
382,0.000933,,
381.5,0.000614,,
381,0.001021,,
380.5,0.001075,,
380,0.000585,,
379.5,0.000794,,
379,0.000827,,
378.5,0.000689,,
378,0.001008,,
377.5,0.000712,,
377,0.000679,,
376.5,0.001026,,
376,0.000703,,
375.5,0.000704,,
375,0.000844,,
374.5,0.000817,,
374,0.001044,,
373.5,0.000695,,
373,0.000881,,
372.5,0.00111,,
372,0.000981,,
371.5,0.000794,,
371,0.001012,,
370.5,0.000966,,
370,0.000952,,
369.5,0.001421,,
369,0.000918,,
368.5,0.001215,,
368,0.001005,,
367.5,0.001119,,
367,0.001043,,
366.5,0.000995,,
366,0.000602,,
365.5,0.001264,,
365,0.00076,,
364.5,0.001431,,
364,0.001097,,
363.5,0.001207,,
363,0.000717,,
362.5,0.000897,,
362,0.001142,,
361.5,0.001081,,
361,0.00116,,
360.5,0.001211,,
360,0.001379,,
359.5,0.001029,,
359,0.001165,,
358.5,0.001071,,
358,0.001486,,
357.5,0.001051,,
357,0.001166,,
356.5,0.001281,,
356,0.001368,,
355.5,0.00145,,
355,0.000978,,
354.5,0.001439,,
354,0.001309,,
353.5,0.001256,,
353,0.000632,,
352.5,0.001121,,
352,0.001281,,
351.5,0.001275,,
351,0.001461,,
350.5,0.001563,,
350,0.001057,,
349.5,0.001443,,
349,0.000761,,
348.5,0.000874,,
348,0.001227,,
347.5,0.001395,,
347,0.001411,,
346.5,0.000874,,
346,0.001538,,
345.5,0.001311,,
345,0.001066,,
344.5,0.001163,,
344,0.001614,,
343.5,0.00132,,
343,0.001309,,
342.5,0.001253,,
342,0.001791,,
341.5,0.001131,,
341,0.00124,,
340.5,0.001825,,
340,0.001534,,
339.5,0.001485,,
339,0.001508,,
338.5,0.001683,,
338,0.001239,,
337.5,0.001303,,
337,0.001369,,
336.5,0.001458,,
336,0.001244,,
335.5,0.000699,,
335,0.001563,,
334.5,0.001396,,
334,0.001879,,
333.5,0.001809,,
333,0.001833,,
332.5,0.001386,,
332,0.001476,,
331.5,0.001347,,
331,0.001543,,
330.5,0.001172,,
330,0.001171,,
329.5,0.001438,,
329,0.001729,,
328.5,0.001629,,
328,0.001646,,
327.5,0.001417,,
327,0.001296,,
326.5,0.001921,,
326,0.001742,,
325.5,0.001436,,
325,0.001819,,
324.5,0.001757,,
324,0.001832,,
323.5,0.001799,,
323,0.001736,,
322.5,0.001929,,
322,0.00148,,
321.5,0.002069,,
321,0.001784,,
320.5,0.001862,,
320,0.001734,,
319.5,0.001821,,
319,0.001803,,
318.5,0.001842,,
318,0.001886,,
317.5,0.001896,,
317,0.001909,,
316.5,0.00177,,
316,0.002093,,
315.5,0.002022,,
315,0.002194,,
314.5,0.00172,,
314,0.001837,,
313.5,0.002001,,
313,0.001993,,
312.5,0.002048,,
312,0.002173,,
311.5,0.00175,,
311,0.001819,,
310.5,0.002022,,
310,0.002049,,
309.5,0.002405,,
309,0.002093,,
308.5,0.002352,,
308,0.002282,,
307.5,0.002332,,
307,0.002201,,
306.5,0.002411,,
306,0.002315,,
305.5,0.002436,,
305,0.002247,,
304.5,0.002527,,
304,0.002029,,
303.5,0.002323,,
303,0.002263,,
302.5,0.002249,,
302,0.002292,,
301.5,0.002252,,
301,0.002371,,
300.5,0.002534,,
300,0.002333,,
299.5,0.002842,,
299,0.002428,,
298.5,0.002694,,
298,0.002515,,
297.5,0.002528,,
297,0.00229,,
296.5,0.002553,,
296,0.002621,,
295.5,0.00257,,
295,0.00266,,
294.5,0.00278,,
294,0.002678,,
293.5,0.002632,,
293,0.002748,,
292.5,0.002719,,
292,0.002462,,
291.5,0.002967,,
291,0.002844,,
290.5,0.002782,,
290,0.002876,,
289.5,0.003145,,
289,0.002955,,
288.5,0.002842,,
288,0.003191,,
287.5,0.002571,,
287,0.003069,,
286.5,0.002542,,
286,0.003131,,
285.5,0.003135,,
285,0.002854,,
284.5,0.003326,,
284,0.003151,,
283.5,0.003486,,
283,0.002998,,
282.5,0.003067,,
282,0.002592,,
281.5,0.002913,,
281,0.002973,,
280.5,0.003464,,
280,0.00366,,
279.5,0.003445,,
279,0.003117,,
278.5,0.003112,,
278,0.003352,,
277.5,0.00315,,
277,0.003371,,
276.5,0.003443,,
276,0.003599,,
275.5,0.003221,,
275,0.003378,,
274.5,0.003591,,
274,0.003511,,
273.5,0.003265,,
273,0.004063,,
272.5,0.003552,,
272,0.00361,,
271.5,0.003213,,
271,0.003043,,
270.5,0.003585,,
270,0.003525,,
269.5,0.003338,,
269,0.0037,,
268.5,0.003403,,
268,0.003239,,
267.5,0.003785,,
267,0.003305,,
266.5,0.003219,,
266,0.003224,,
265.5,0.003366,,
265,0.003383,,
264.5,0.003162,,
264,0.003317,,
263.5,0.003226,,
263,0.003104,,
262.5,0.00235,,
262,0.002718,,
261.5,0.002451,,
261,0.002164,,
260.5,0.001917,,
260,0.001503,,
259.5,0.001422,,
259,0.001141,,
258.5,0.000276,,
258,-0.000365,,
257.5,-0.001018,,
257,-0.0012,,
256.5,-0.001575,,
256,-0.002814,,
255.5,-0.003798,,
255,-0.005385,,
254.5,-0.006862,,
254,-0.007805,,
253.5,-0.008997,,
253,-0.011392,,
252.5,-0.015063,,
252,-0.02162,,
251.5,-0.021777,,
251,-0.025726,,
250.5,-0.039221,,
250,0.057979,,
249.5,NaN,,
249,NaN,,
248.5,NaN,,
248,NaN,,
247.5,NaN,,
247,NaN,,
246.5,NaN,,
246,NaN,,
245.5,NaN,,
245,NaN,,
244.5,NaN,,
244,NaN,,
243.5,NaN,,
243,NaN,,
242.5,NaN,,
242,NaN,,
241.5,NaN,,
241,NaN,,
240.5,NaN,,
240,NaN,,
