Wavelength (nm),Absorbance,Title,Time
375.5,0.001741,,
375,0.001939,,
374.5,0.001822,,
374,0.001711,,
373.5,0.001694,,
373,0.001588,,
372.5,0.001682,,
372,0.001655,,
371.5,0.001977,,
371,0.0023,,
370.5,0.001597,,
370,0.001785,,
369.5,0.001348,,
369,0.001959,,
368.5,0.001838,,
368,0.001794,,
367.5,0.002184,,
367,0.001784,,
366.5,0.002381,,
366,0.002003,,
365.5,0.002034,,
365,0.001909,,
364.5,0.001942,,
364,0.001609,,
363.5,0.001581,,
363,0.001983,,
362.5,0.002015,,
362,0.001933,,
361.5,0.001991,,
361,0.001947,,
360.5,0.001747,,
360,0.002168,,
359.5,0.002222,,
359,0.002185,,
358.5,0.00183,,
358,0.001994,,
357.5,0.002419,,
357,0.001983,,
356.5,0.002265,,
356,0.001923,,
355.5,0.002283,,
355,0.002489,,
354.5,0.0021,,
354,0.002379,,
353.5,0.00194,,
353,0.002484,,
352.5,0.001856,,
352,0.00246,,
351.5,0.002546,,
351,0.002569,,
350.5,0.002304,,
350,0.002364,,
349.5,0.002693,,
349,0.002328,,
348.5,0.002611,,
348,0.00262,,
347.5,0.002147,,
347,0.002648,,
346.5,0.002011,,
346,0.002588,,
345.5,0.002436,,
345,0.002487,,
344.5,0.002318,,
344,0.002294,,
343.5,0.00235,,
343,0.002322,,
342.5,0.002848,,
342,0.00238,,
341.5,0.002282,,
341,0.002583,,
340.5,0.002675,,
340,0.002879,,
339.5,0.002111,,
339,0.002626,,
338.5,0.002941,,
338,0.002344,,
337.5,0.002208,,
337,0.002466,,
336.5,0.002775,,
336,0.002885,,
335.5,0.002575,,
335,0.002461,,
334.5,0.002873,,
334,0.003009,,
333.5,0.002628,,
333,0.001967,,
332.5,0.002269,,
332,0.00291,,
331.5,0.002711,,
331,0.002748,,
330.5,0.001995,,
330,0.002434,,
329.5,0.00278,,
329,0.002452,,
328.5,0.00274,,
328,0.002663,,
327.5,0.00267,,
327,0.002518,,
326.5,0.002672,,
326,0.002446,,
325.5,0.002753,,
325,0.002703,,
324.5,0.002571,,
324,0.002852,,
323.5,0.002562,,
323,0.002813,,
322.5,0.00292,,
322,0.002908,,
321.5,0.003243,,
321,0.002944,,
320.5,0.002675,,
320,0.002693,,
319.5,0.002883,,
319,0.002751,,
318.5,0.002981,,
318,0.003529,,
317.5,0.003205,,
317,0.003346,,
316.5,0.00303,,
316,0.003079,,
315.5,0.002866,,
315,0.003196,,
314.5,0.00288,,
314,0.003081,,
313.5,0.00307,,
313,0.003233,,
312.5,0.003219,,
312,0.00337,,
311.5,0.003119,,
311,0.003076,,
310.5,0.003377,,
310,0.003203,,
309.5,0.003329,,
309,0.003,,
308.5,0.003203,,
308,0.003297,,
307.5,0.003266,,
307,0.003423,,
306.5,0.003187,,
306,0.003045,,
305.5,0.003616,,
305,0.003456,,
304.5,0.00344,,
304,0.003578,,
303.5,0.003442,,
303,0.003403,,
302.5,0.003614,,
302,0.003769,,
301.5,0.003379,,
301,0.003466,,
300.5,0.003444,,
300,0.003674,,
299.5,0.003285,,
299,0.003699,,
298.5,0.003481,,
298,0.003632,,
297.5,0.003763,,
297,0.003415,,
296.5,0.003877,,
296,0.003675,,
295.5,0.003625,,
295,0.003877,,
294.5,0.003709,,
294,0.00361,,
293.5,0.003739,,
293,0.003954,,
292.5,0.003992,,
292,0.003744,,
291.5,0.003718,,
291,0.003578,,
290.5,0.003634,,
290,0.003773,,
289.5,0.004278,,
289,0.003876,,
288.5,0.004227,,
288,0.004521,,
287.5,0.004421,,
287,0.004129,,
286.5,0.004075,,
286,0.004183,,
285.5,0.004271,,
285,0.004159,,
284.5,0.004351,,
284,0.004263,,
283.5,0.00389,,
283,0.004425,,
282.5,0.004295,,
282,0.004493,,
281.5,0.004489,,
281,0.004346,,
280.5,0.004335,,
280,0.004341,,
279.5,0.00437,,
279,0.004398,,
278.5,0.004768,,
278,0.004662,,
277.5,0.004751,,
277,0.004366,,
276.5,0.004751,,
276,0.004681,,
275.5,0.004592,,
275,0.004615,,
274.5,0.004803,,
274,0.004492,,
273.5,0.00495,,
273,0.00501,,
272.5,0.004569,,
272,0.00459,,
271.5,0.004292,,
271,0.004548,,
270.5,0.004919,,
270,0.004777,,
269.5,0.00448,,
269,0.004642,,
268.5,0.004458,,
268,0.004367,,
267.5,0.004613,,
267,0.004736,,
266.5,0.004662,,
266,0.004629,,
265.5,0.00473,,
265,0.004322,,
264.5,0.004448,,
264,0.004163,,
263.5,0.003879,,
263,0.003977,,
262.5,0.003933,,
262,0.003454,,
261.5,0.003654,,
261,0.003202,,
260.5,0.00269,,
260,0.0025,,
259.5,0.002168,,
259,0.001621,,
258.5,0.000893,,
258,0.000153,,
257.5,-0.000822,,
257,-0.001034,,
256.5,-0.002385,,
256,-0.002736,,
255.5,-0.004373,,
255,-0.006975,,
254.5,-0.00901,,
254,-0.010552,,
253.5,-0.013824,,
253,-0.015035,,
252.5,-0.020891,,
252,-0.024983,,
251.5,-0.02374,,
251,-0.026166,,
250.5,-0.031789,,
250,-0.079352,,
249.5,NaN,,
249,NaN,,
248.5,NaN,,
248,NaN,,
247.5,NaN,,
247,NaN,,
246.5,NaN,,
246,NaN,,
245.5,NaN,,
245,NaN,,
244.5,NaN,,
244,NaN,,
243.5,NaN,,
243,NaN,,
242.5,NaN,,
242,NaN,,
241.5,NaN,,
241,NaN,,
240.5,NaN,,
240,NaN,,
