Wavelength (nm),Absorbance,Title,Time
600,0.00089,3AfinalD50,1/23/2014 2:08:47 PM
599.5,0.000799,,
599,0.00093,,
598.5,0.000724,,
598,0.000857,,
597.5,0.000895,,
597,0.000674,,
596.5,0.00105,,
596,0.001091,,
595.5,0.000558,,
595,0.001257,,
594.5,0.000518,,
594,0.000837,,
593.5,0.000651,,
593,0.000803,,
592.5,0.001141,,
592,0.001021,,
591.5,0.000882,,
591,0.000332,,
590.5,0.000749,,
590,0.00055,,
589.5,0.001322,,
589,0.000262,,
588.5,0.000587,,
588,0.000926,,
587.5,0.000946,,
587,0.000823,,
586.5,0.00123,,
586,0.000101,,
585.5,0.000827,,
585,0.001136,,
584.5,0.000865,,
584,0.00116,,
583.5,0.00049,,
583,0.000984,,
582.5,0.000605,,
582,0.000877,,
581.5,0.000683,,
581,0.001047,,
580.5,0.001426,,
580,0.000797,,
579.5,0.000819,,
579,0.000935,,
578.5,0.001229,,
578,0.001265,,
577.5,0.000857,,
577,0.001094,,
576.5,0.000537,,
576,0.000891,,
575.5,0.001042,,
575,0.00018,,
574.5,0.000715,,
574,0.000983,,
573.5,0.000424,,
573,0.001117,,
572.5,0.000814,,
572,0.0007,,
571.5,0.000738,,
571,0.000588,,
570.5,0.000871,,
570,0.00083,,
569.5,0.000876,,
569,0.000609,,
568.5,0.001172,,
568,0.001076,,
567.5,0.00104,,
567,0.001224,,
566.5,0.000858,,
566,0.000739,,
565.5,0.001234,,
565,0.00052,,
564.5,0.001271,,
564,0.001051,,
563.5,0.000937,,
563,0.001089,,
562.5,0.001005,,
562,0.00081,,
561.5,0.000933,,
561,0.00049,,
560.5,0.001142,,
560,0.000734,,
559.5,0.001273,,
559,0.001557,,
558.5,0.000594,,
558,0.000743,,
557.5,0.001168,,
557,0.000882,,
556.5,0.001057,,
556,0.001034,,
555.5,0.000992,,
555,0.001119,,
554.5,0.000763,,
554,0.000881,,
553.5,0.001067,,
553,0.001109,,
552.5,0.001538,,
552,0.000902,,
551.5,0.001371,,
551,0.001203,,
550.5,0.00106,,
550,0.001277,,
549.5,0.000955,,
549,0.001118,,
548.5,0.001203,,
548,0.001098,,
547.5,0.001092,,
547,0.001027,,
546.5,0.000754,,
546,0.000899,,
545.5,0.001208,,
545,0.00109,,
544.5,0.001102,,
544,0.001061,,
543.5,0.000899,,
543,0.000993,,
542.5,0.000976,,
542,0.001059,,
541.5,0.001004,,
541,0.001021,,
540.5,0.001005,,
540,0.000918,,
539.5,0.000959,,
539,0.000908,,
538.5,0.000851,,
538,0.001242,,
537.5,0.000949,,
537,0.000869,,
536.5,0.001011,,
536,0.000965,,
535.5,0.001095,,
535,0.000947,,
534.5,0.000965,,
534,0.000874,,
533.5,0.001184,,
533,0.00093,,
532.5,0.001148,,
532,0.001116,,
531.5,0.001178,,
531,0.000858,,
530.5,0.00122,,
530,0.001231,,
529.5,0.00099,,
529,0.000966,,
528.5,0.001068,,
528,0.000992,,
527.5,0.00123,,
527,0.001224,,
526.5,0.00135,,
526,0.000756,,
525.5,0.00088,,
525,0.001118,,
524.5,0.000687,,
524,0.00115,,
523.5,0.000711,,
523,0.00098,,
522.5,0.001191,,
522,0.001093,,
521.5,0.00136,,
521,0.00118,,
520.5,0.001039,,
520,0.001182,,
519.5,0.000974,,
519,0.001124,,
518.5,0.000847,,
518,0.00091,,
517.5,0.00103,,
517,0.001217,,
516.5,0.000706,,
516,0.001028,,
515.5,0.000653,,
515,0.000888,,
514.5,0.001532,,
514,0.001051,,
513.5,0.000952,,
513,0.001044,,
512.5,0.000741,,
512,0.001125,,
511.5,0.00105,,
511,0.001082,,
510.5,0.000876,,
510,0.001215,,
509.5,0.00135,,
509,0.000918,,
508.5,0.001258,,
508,0.000982,,
507.5,0.001298,,
507,0.000825,,
506.5,0.001428,,
506,0.001111,,
505.5,0.001117,,
505,0.001295,,
504.5,0.000932,,
504,0.001339,,
503.5,0.000817,,
503,0.000906,,
502.5,0.000964,,
502,0.001221,,
501.5,0.000956,,
501,0.001498,,
500.5,0.000998,,
500,0.001309,,
499.5,0.001105,,
499,0.001237,,
498.5,0.001076,,
498,0.001262,,
497.5,0.0009,,
497,0.001027,,
496.5,0.001034,,
496,0.001224,,
495.5,0.001006,,
495,0.001389,,
494.5,0.000873,,
494,0.000968,,
493.5,0.001363,,
493,0.0011,,
492.5,0.001092,,
492,0.001098,,
491.5,0.001097,,
491,0.001225,,
490.5,0.001118,,
490,0.001269,,
489.5,0.001152,,
489,0.001202,,
488.5,0.001116,,
488,0.000999,,
487.5,0.001086,,
487,0.001196,,
486.5,0.00108,,
486,0.001308,,
485.5,0.001052,,
485,0.001065,,
484.5,0.001222,,
484,0.001169,,
483.5,0.001178,,
483,0.00116,,
482.5,0.001083,,
482,0.001176,,
481.5,0.001336,,
481,0.001423,,
480.5,0.001359,,
480,0.000937,,
479.5,0.00104,,
479,0.000902,,
478.5,0.001188,,
478,0.001168,,
477.5,0.001289,,
477,0.001106,,
476.5,0.001266,,
476,0.001224,,
475.5,0.001163,,
475,0.001187,,
474.5,0.001453,,
474,0.001221,,
473.5,0.001211,,
473,0.001174,,
472.5,0.001095,,
472,0.001321,,
471.5,0.001194,,
471,0.001323,,
470.5,0.001129,,
470,0.001478,,
469.5,0.001269,,
469,0.001213,,
468.5,0.001357,,
468,0.001353,,
467.5,0.001143,,
467,0.001141,,
466.5,0.001337,,
466,0.001316,,
465.5,0.001166,,
465,0.001018,,
464.5,0.001311,,
464,0.001261,,
463.5,0.001223,,
463,0.001333,,
462.5,0.001106,,
462,0.00124,,
461.5,0.001098,,
461,0.001409,,
460.5,0.001281,,
460,0.001155,,
459.5,0.001234,,
459,0.001134,,
458.5,0.001217,,
458,0.001207,,
457.5,0.001178,,
457,0.001045,,
456.5,0.001113,,
456,0.00124,,
455.5,0.001317,,
455,0.001202,,
454.5,0.001208,,
454,0.001206,,
453.5,0.00146,,
453,0.001196,,
452.5,0.000971,,
452,0.000957,,
451.5,0.001374,,
451,0.001329,,
450.5,0.001156,,
450,0.001048,,
449.5,0.001257,,
449,0.001314,,
448.5,0.000968,,
448,0.001243,,
447.5,0.001358,,
447,0.001291,,
446.5,0.00122,,
446,0.001156,,
445.5,0.001226,,
445,0.001192,,
444.5,0.001393,,
444,0.001464,,
443.5,0.001353,,
443,0.001292,,
442.5,0.001215,,
442,0.001267,,
441.5,0.001112,,
441,0.001192,,
440.5,0.001059,,
440,0.001242,,
439.5,0.001214,,
439,0.001085,,
438.5,0.001244,,
438,0.001237,,
437.5,0.001115,,
437,0.001104,,
436.5,0.001126,,
436,0.001127,,
435.5,0.001417,,
435,0.001495,,
434.5,0.001521,,
434,0.001315,,
433.5,0.00119,,
433,0.00131,,
432.5,0.001319,,
432,0.001392,,
431.5,0.000965,,
431,0.001202,,
430.5,0.001265,,
430,0.001359,,
429.5,0.001451,,
429,0.001279,,
428.5,0.00143,,
428,0.001291,,
427.5,0.001305,,
427,0.001272,,
426.5,0.00139,,
426,0.00142,,
425.5,0.001409,,
425,0.001216,,
424.5,0.001303,,
424,0.001383,,
423.5,0.001446,,
423,0.001231,,
422.5,0.001178,,
422,0.001253,,
421.5,0.001277,,
421,0.001314,,
420.5,0.001346,,
420,0.001304,,
419.5,0.001248,,
419,0.001431,,
418.5,0.001223,,
418,0.001333,,
417.5,0.001352,,
417,0.001582,,
416.5,0.001433,,
416,0.001533,,
415.5,0.001374,,
415,0.001162,,
414.5,0.001387,,
414,0.001409,,
413.5,0.001379,,
413,0.001236,,
412.5,0.001186,,
412,0.001207,,
411.5,0.001215,,
411,0.001124,,
410.5,0.001624,,
410,0.001257,,
409.5,0.001216,,
409,0.001616,,
408.5,0.001389,,
408,0.00123,,
407.5,0.001424,,
407,0.001342,,
406.5,0.001293,,
406,0.001232,,
405.5,0.001413,,
405,0.001217,,
404.5,0.001386,,
404,0.001389,,
403.5,0.001565,,
403,0.00157,,
402.5,0.001297,,
402,0.001108,,
401.5,0.00129,,
401,0.001556,,
400.5,0.001934,,
400,0.001539,,
399.5,0.001199,,
399,0.001364,,
398.5,0.001517,,
398,0.001399,,
397.5,0.001177,,
397,0.001613,,
396.5,0.00131,,
396,0.001285,,
395.5,0.001534,,
395,0.001618,,
394.5,0.001595,,
394,0.001483,,
393.5,0.001483,,
393,0.001527,,
392.5,0.001382,,
392,0.001373,,
391.5,0.001673,,
391,0.00128,,
390.5,0.001785,,
390,0.0012,,
389.5,0.001454,,
389,0.00148,,
388.5,0.001698,,
388,0.001334,,
387.5,0.001479,,
387,0.00164,,
386.5,0.001978,,
386,0.001328,,
385.5,0.001521,,
385,0.001702,,
384.5,0.001474,,
384,0.001638,,
383.5,0.001212,,
383,0.001231,,
382.5,0.001811,,
382,0.001852,,
381.5,0.001182,,
381,0.001327,,
380.5,0.001881,,
380,0.001994,,
379.5,0.00118,,
379,0.001541,,
378.5,0.000897,,
378,0.001672,,
377.5,0.001449,,
377,0.001842,,
376.5,0.001735,,
376,0.001643,,
