Wavelength (nm),Absorbance,Title,Time
526,0.000007,,
525.5,0.000118,,
525,0.000458,,
524.5,0.000172,,
524,0.000194,,
523.5,0.000102,,
523,0.000226,,
522.5,-0.000388,,
522,0.00046,,
521.5,0.00032,,
521,0.000384,,
520.5,0.000277,,
520,0.000132,,
519.5,0.000051,,
519,0.000319,,
518.5,0.000324,,
518,0.000176,,
517.5,0.000238,,
517,0.000308,,
516.5,0.00013,,
516,-0.000122,,
515.5,0.000098,,
515,-0.000216,,
514.5,0.000163,,
514,0.000094,,
513.5,0.000141,,
513,0.000092,,
512.5,0.000318,,
512,0.000204,,
511.5,0.000119,,
511,0.000202,,
510.5,0.000195,,
510,0,,
509.5,0.000129,,
509,0.000098,,
508.5,0.000385,,
508,0.000338,,
507.5,0.000034,,
507,-0.000158,,
506.5,-0.000153,,
506,0.000201,,
505.5,0.000052,,
505,0.00032,,
504.5,0.000267,,
504,-0.000102,,
503.5,0.000559,,
503,0.000434,,
502.5,0.000472,,
502,-0.00002,,
501.5,0.000301,,
501,0.000055,,
500.5,0.000163,,
500,0.00007,,
499.5,0.000119,,
499,0.00009,,
498.5,0.000301,,
498,0.000047,,
497.5,0.000091,,
497,0.000225,,
496.5,-0.000012,,
496,-0.000069,,
495.5,0.000558,,
495,0.000424,,
494.5,0.000189,,
494,0.000336,,
493.5,0.000372,,
493,0.000216,,
492.5,0.000236,,
492,0.000256,,
491.5,0.000353,,
491,0.000248,,
490.5,0.000201,,
490,0.000532,,
489.5,0.00041,,
489,0.000323,,
488.5,0.000319,,
488,0.000514,,
487.5,0.000471,,
487,0.000317,,
486.5,0.000334,,
486,0.000306,,
485.5,0.000377,,
485,0.000337,,
484.5,0.00034,,
484,0.000428,,
483.5,0.000294,,
483,0.000351,,
482.5,0.000474,,
482,0.000415,,
481.5,0.000526,,
481,0.000588,,
480.5,0.000284,,
480,0.000757,,
479.5,0.000431,,
479,0.00042,,
478.5,0.000206,,
478,0.00057,,
477.5,0.000572,,
477,0.00052,,
476.5,0.000367,,
476,0.000441,,
475.5,0.000673,,
475,0.000448,,
474.5,0.000285,,
474,0.000537,,
473.5,0.000296,,
473,0.000346,,
472.5,0.000445,,
472,0.000721,,
471.5,0.000237,,
471,0.000235,,
470.5,0.000344,,
470,0.000248,,
469.5,0.000627,,
469,0.000418,,
468.5,0.000456,,
468,0.000331,,
467.5,0.000191,,
467,0.000651,,
466.5,0.000598,,
466,0.000485,,
465.5,0.000382,,
465,0.00035,,
464.5,0.000514,,
464,0.000487,,
463.5,0.000444,,
463,0.000577,,
462.5,0.000448,,
462,0.000623,,
461.5,0.000652,,
461,0.000495,,
460.5,0.000614,,
460,0.00058,,
459.5,0.000377,,
459,0.000514,,
458.5,0.000611,,
458,0.000415,,
457.5,0.000774,,
457,0.000498,,
456.5,0.000403,,
456,0.000771,,
455.5,0.000578,,
455,0.000543,,
454.5,0.000443,,
454,0.00039,,
453.5,0.000778,,
453,0.000565,,
452.5,0.000654,,
452,0.000443,,
451.5,0.000431,,
451,0.000642,,
450.5,0.000554,,
450,0.000662,,
449.5,0.000415,,
449,0.000562,,
448.5,0.000635,,
448,0.000615,,
447.5,0.000648,,
447,0.000611,,
446.5,0.000478,,
446,0.000675,,
445.5,0.000653,,
445,0.000649,,
444.5,0.000698,,
444,0.000417,,
443.5,0.000541,,
443,0.000463,,
442.5,0.000252,,
442,0.000546,,
441.5,0.000568,,
441,0.00053,,
440.5,0.000676,,
440,0.00034,,
439.5,0.000698,,
439,0.000723,,
438.5,0.000465,,
438,0.000332,,
437.5,0.00064,,
437,0.000485,,
436.5,0.000685,,
436,0.000625,,
435.5,0.000452,,
435,0.000727,,
434.5,0.000706,,
434,0.000405,,
433.5,0.000416,,
433,0.000685,,
432.5,0.000781,,
432,0.000555,,
431.5,0.000664,,
431,0.000663,,
430.5,0.000412,,
430,0.000567,,
429.5,0.000734,,
429,0.000715,,
428.5,0.000508,,
428,0.000628,,
427.5,0.000555,,
427,0.000362,,
426.5,0.00056,,
426,0.000638,,
425.5,0.000674,,
425,0.000682,,
424.5,0.000667,,
424,0.00057,,
423.5,0.000549,,
423,0.000579,,
422.5,0.000613,,
422,0.000585,,
421.5,0.000503,,
421,0.000578,,
420.5,0.000678,,
420,0.000532,,
419.5,0.000708,,
419,0.000719,,
418.5,0.000498,,
418,0.000375,,
417.5,0.000598,,
417,0.000731,,
416.5,0.000762,,
416,0.000495,,
415.5,0.000682,,
415,0.000732,,
414.5,0.00064,,
414,0.000465,,
413.5,0.000461,,
413,0.000507,,
412.5,0.000487,,
412,0.000589,,
411.5,0.000621,,
411,0.000722,,
410.5,0.000531,,
410,0.000557,,
409.5,0.000321,,
409,0.000575,,
408.5,0.00016,,
408,0.000746,,
407.5,0.000861,,
407,0.000826,,
406.5,0.00054,,
406,0.00082,,
405.5,0.000458,,
405,0.000663,,
404.5,0.000493,,
404,0.000526,,
403.5,0.00077,,
403,0.000717,,
402.5,0.00089,,
402,0.000288,,
401.5,0.000678,,
401,0.000663,,
400.5,0.000351,,
400,0.000412,,
399.5,0.000163,,
399,0.000559,,
398.5,0.000629,,
398,0.000601,,
397.5,0.000362,,
397,0.000496,,
396.5,0.0006,,
396,0.000535,,
395.5,0.000708,,
395,0.00059,,
394.5,0.00068,,
394,0.000757,,
393.5,0.000342,,
393,0.000764,,
392.5,0.000573,,
392,0.000712,,
391.5,0.000747,,
391,0.000696,,
390.5,0.000778,,
390,0.000714,,
389.5,0.000881,,
389,0.000463,,
388.5,0.000906,,
388,0.00041,,
387.5,0.000625,,
387,0.000549,,
386.5,0.001037,,
386,0.001102,,
385.5,0.000562,,
385,0.000775,,
384.5,0.001065,,
384,0.000808,,
383.5,0.000294,,
383,0.001124,,
382.5,0.001001,,
382,0.001314,,
381.5,0.000929,,
381,0.00123,,
380.5,0.000809,,
380,0.000723,,
379.5,0.001013,,
379,0.001069,,
378.5,0.001015,,
378,0.000972,,
377.5,0.000992,,
377,0.000597,,
376.5,0.000896,,
376,0.000955,,
375.5,0.00064,,
375,0.001213,,
374.5,0.000993,,
374,0.000995,,
373.5,0.001326,,
373,0.000854,,
372.5,0.001169,,
372,0.00119,,
371.5,0.00111,,
371,0.0013,,
370.5,0.00085,,
370,0.001054,,
369.5,0.001097,,
369,0.000963,,
368.5,0.001075,,
368,0.00111,,
367.5,0.001157,,
367,0.001028,,
366.5,0.001215,,
366,0.00114,,
365.5,0.001366,,
365,0.001158,,
364.5,0.001664,,
364,0.001738,,
363.5,0.001494,,
363,0.001403,,
362.5,0.001444,,
362,0.001567,,
361.5,0.001554,,
361,0.001281,,
360.5,0.001557,,
360,0.001587,,
359.5,0.001723,,
359,0.002027,,
358.5,0.002,,
358,0.001718,,
357.5,0.001612,,
357,0.001405,,
356.5,0.001231,,
356,0.001762,,
355.5,0.00151,,
355,0.001155,,
354.5,0.001789,,
354,0.002273,,
353.5,0.001513,,
353,0.002023,,
352.5,0.001563,,
352,0.002114,,
351.5,0.001625,,
351,0.00206,,
350.5,0.002109,,
350,0.001848,,
349.5,0.001699,,
349,0.001946,,
348.5,0.001286,,
348,0.001786,,
347.5,0.001891,,
347,0.0019,,
346.5,0.001727,,
346,0.0018,,
345.5,0.00203,,
345,0.002037,,
344.5,0.002363,,
344,0.001723,,
343.5,0.001749,,
343,0.001911,,
342.5,0.001638,,
342,0.002302,,
341.5,0.002036,,
341,0.002503,,
340.5,0.002081,,
340,0.001779,,
339.5,0.001906,,
339,0.00184,,
338.5,0.001971,,
338,0.001906,,
337.5,0.002363,,
337,0.002108,,
336.5,0.002149,,
336,0.002133,,
335.5,0.002547,,
335,0.001984,,
334.5,0.002306,,
334,0.002333,,
333.5,0.00165,,
333,0.002195,,
332.5,0.002185,,
332,0.002253,,
331.5,0.001986,,
331,0.002277,,
330.5,0.001994,,
330,0.002266,,
329.5,0.002247,,
329,0.002221,,
328.5,0.002167,,
328,0.002194,,
327.5,0.002459,,
327,0.002395,,
326.5,0.002189,,
326,0.002338,,
325.5,0.00242,,
325,0.00219,,
324.5,0.00242,,
324,0.002436,,
323.5,0.002625,,
323,0.002371,,
322.5,0.00237,,
322,0.002573,,
321.5,0.002571,,
321,0.002477,,
320.5,0.002836,,
320,0.002635,,
319.5,0.002303,,
319,0.002536,,
318.5,0.002695,,
318,0.002717,,
317.5,0.002603,,
317,0.00299,,
316.5,0.002809,,
316,0.002049,,
315.5,0.002581,,
315,0.002674,,
314.5,0.002682,,
314,0.002759,,
313.5,0.003184,,
313,0.002759,,
312.5,0.002866,,
312,0.003084,,
311.5,0.003016,,
311,0.003064,,
310.5,0.002902,,
310,0.003084,,
309.5,0.002952,,
309,0.002905,,
308.5,0.003204,,
308,0.003063,,
307.5,0.002909,,
307,0.002802,,
306.5,0.003024,,
306,0.003294,,
305.5,0.003291,,
305,0.003165,,
304.5,0.003592,,
304,0.0031,,
303.5,0.003233,,
303,0.003304,,
302.5,0.003106,,
302,0.002953,,
301.5,0.003296,,
301,0.003422,,
300.5,0.003192,,
300,0.003475,,
299.5,0.003404,,
299,0.003112,,
298.5,0.003407,,
298,0.003457,,
297.5,0.00355,,
297,0.003064,,
296.5,0.003393,,
296,0.003542,,
295.5,0.0032,,
295,0.003218,,
294.5,0.0038,,
294,0.003433,,
293.5,0.003404,,
293,0.003516,,
292.5,0.003261,,
292,0.003588,,
291.5,0.003764,,
291,0.003746,,
290.5,0.003657,,
290,0.00369,,
289.5,0.003284,,
289,0.003409,,
288.5,0.003693,,
288,0.003649,,
287.5,0.003691,,
287,0.003812,,
286.5,0.003819,,
286,0.003607,,
285.5,0.003789,,
285,0.003674,,
284.5,0.003718,,
284,0.003615,,
283.5,0.003929,,
283,0.00373,,
282.5,0.003676,,
282,0.003682,,
281.5,0.003457,,
281,0.003415,,
280.5,0.003493,,
280,0.00403,,
279.5,0.003763,,
279,0.003423,,
278.5,0.003943,,
278,0.00361,,
277.5,0.003806,,
277,0.003839,,
276.5,0.00379,,
276,0.00395,,
275.5,0.003565,,
275,0.003979,,
274.5,0.003589,,
274,0.003875,,
273.5,0.004146,,
273,0.003633,,
272.5,0.003841,,
272,0.003539,,
271.5,0.003555,,
271,0.003717,,
270.5,0.003827,,
270,0.003511,,
269.5,0.003513,,
269,0.003644,,
268.5,0.003608,,
268,0.003335,,
267.5,0.003857,,
267,0.003608,,
266.5,0.003367,,
266,0.00343,,
265.5,0.003447,,
265,0.003698,,
264.5,0.003779,,
264,0.003438,,
263.5,0.002804,,
263,0.003007,,
262.5,0.003268,,
262,0.003013,,
261.5,0.003094,,
261,0.003264,,
260.5,0.002616,,
260,0.002215,,
259.5,0.002064,,
259,0.00174,,
258.5,0.001381,,
258,0.001009,,
257.5,0.000105,,
257,0.00045,,
256.5,-0.000192,,
256,-0.000893,,
255.5,-0.001416,,
255,-0.002383,,
254.5,-0.003335,,
254,-0.003815,,
253.5,-0.006584,,
253,-0.007435,,
252.5,-0.010025,,
252,-0.013762,,
251.5,-0.012848,,
251,-0.01487,,
250.5,-0.041313,,
250,-0.111048,,
249.5,NaN,,
249,NaN,,
248.5,NaN,,
248,NaN,,
247.5,NaN,,
247,NaN,,
246.5,NaN,,
246,NaN,,
245.5,NaN,,
245,NaN,,
244.5,NaN,,
244,NaN,,
243.5,NaN,,
243,NaN,,
242.5,NaN,,
242,NaN,,
241.5,NaN,,
241,NaN,,
240.5,NaN,,
240,NaN,,
