Wavelength (nm),Absorbance,Title,Time
600,0.000626,5AinitialD50,1/23/2014 11:51:35 AM
599.5,0.000594,,
599,0.00034,,
598.5,0.000667,,
598,0.000571,,
597.5,0.000747,,
597,0.000878,,
596.5,0.000667,,
596,0.000347,,
595.5,0.000482,,
595,0.000138,,
594.5,0.000025,,
594,0.000663,,
593.5,0.000513,,
593,0.000557,,
592.5,0.000716,,
592,0.00012,,
591.5,0.000152,,
591,0.000674,,
590.5,0.001192,,
590,0.000263,,
589.5,0.000495,,
589,0.000467,,
588.5,0.000672,,
588,0.000331,,
587.5,0.000746,,
587,0.001136,,
586.5,0.000539,,
586,0.000758,,
585.5,0.001003,,
585,0.001156,,
584.5,0.000597,,
584,0.000234,,
583.5,0.000465,,
583,0.00054,,
582.5,0.001095,,
582,0.00076,,
581.5,0.000484,,
581,0.000791,,
580.5,0.000892,,
580,0.000321,,
579.5,0.0007,,
579,0.000779,,
578.5,0.000728,,
578,0.000997,,
577.5,0.000679,,
577,0.000475,,
576.5,0.000993,,
576,0.000845,,
575.5,0.000834,,
575,0.000658,,
574.5,0.000988,,
574,0.000724,,
573.5,0.000936,,
573,0.000687,,
572.5,0.000818,,
572,0.000518,,
571.5,0.000868,,
571,0.000531,,
570.5,0.000066,,
570,0.000991,,
569.5,0.00019,,
569,0.000785,,
568.5,0.000206,,
568,0.00103,,
567.5,0.000315,,
567,0.000921,,
566.5,0.000451,,
566,0.000967,,
565.5,0.000534,,
565,0.00037,,
564.5,0.00084,,
564,0.000334,,
563.5,0.000618,,
563,0.000667,,
562.5,0.00069,,
562,0.000413,,
561.5,0.001072,,
561,0.000498,,
560.5,0.000093,,
560,0.000502,,
559.5,-0.000058,,
559,0.000579,,
558.5,0.000518,,
558,0.000714,,
557.5,0.000579,,
557,0.000008,,
556.5,0.000658,,
556,0.000734,,
555.5,0.000948,,
555,0.000548,,
554.5,0.00047,,
554,0.001055,,
553.5,0.000371,,
553,0.000529,,
552.5,0.000547,,
552,0.000695,,
551.5,0.00045,,
551,0.00069,,
550.5,0.001132,,
550,0.000542,,
549.5,0.000812,,
549,0.000265,,
548.5,0.000937,,
548,0.000648,,
547.5,0.000775,,
547,0.000693,,
546.5,0.000299,,
546,0.000811,,
545.5,0.000723,,
545,0.000886,,
544.5,0.000576,,
544,0.000543,,
543.5,0.000561,,
543,0.000644,,
542.5,0.000536,,
542,0.000673,,
541.5,0.000642,,
541,0.000628,,
540.5,0.000663,,
540,0.000409,,
